IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.107.246,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,43,10.23
47.243.162.49,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,85,10.23
47.74.26.196,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,133,10.21
8.218.143.10,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,60,10.19
8.217.239.116,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,82,10.1
8.218.156.91,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,67,10.09
8.218.11.90,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,64,10.09
8.217.193.25,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,72,10.07
8.210.146.108,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,38,10.05
47.242.17.250,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,77,10.05
47.76.37.57,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,82,10.04
47.242.174.27,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,49,10.02
8.218.2.181,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,87,10
8.218.48.92,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,107,9.99
8.218.146.204,443,443,TRUE,HK,Asia Pacific,Hong Kong,96,9.94
47.76.32.108,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,55,9.93
8.217.221.165,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,85,9.93
47.76.178.146,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,60,9.9
8.217.239.116,80,80,FALSE,HK,Asia Pacific,Hong Kong,70,9.86
8.217.250.222,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,35,9.85
8.210.107.246,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,50,9.81
47.74.26.196,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,219,9.81
47.242.174.27,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,81,9.8
47.242.59.216,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,63,9.78
8.218.8.142,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,65,9.74
8.218.119.115,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,49,9.74
8.209.222.232,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,137,9.73
8.218.85.128,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,41,9.71
47.74.26.196,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,136,9.65
47.242.59.216,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,58,9.65
8.217.248.220,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,113,9.64
8.218.207.169,80,80,FALSE,HK,Asia Pacific,Hong Kong,77,9.62
8.218.188.129,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,66,9.52
47.76.146.1,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,63,9.51
8.218.181.189,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,68,9.46
8.218.127.249,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,62,9.43
8.210.156.6,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,62,9.42
8.210.21.65,443,443,TRUE,HK,Asia Pacific,Hong Kong,36,9.4
8.210.117.18,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,52,9.38
8.218.149.193,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,72,9.37
8.217.49.234,443,443,TRUE,HK,Asia Pacific,Hong Kong,69,9.33
8.218.126.53,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,103,9.33
8.218.158.94,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,46,9.31
8.217.248.220,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,41,9.3
8.218.174.118,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,49,9.28
8.218.3.12,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,124,9.28
8.217.167.88,80,80,FALSE,HK,Asia Pacific,Hong Kong,49,9.23
8.217.221.165,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,68,9.23
8.217.159.210,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,73,9.22
8.218.48.92,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,39,9.22
8.210.174.156,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,37,9.2
8.218.85.128,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,77,9.19
8.218.18.235,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,73,9.18
8.210.66.190,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,81,9.11
8.210.101.157,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,62,9.07
8.210.156.6,80,80,FALSE,HK,Asia Pacific,Hong Kong,51,9.05
8.218.181.189,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,40,9.04
8.210.101.157,80,80,FALSE,HK,Asia Pacific,Hong Kong,68,9.02
8.210.156.6,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,72,9.02
8.218.126.53,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,86,8.95
8.217.147.230,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,74,8.94
8.210.119.11,80,80,FALSE,HK,Asia Pacific,Hong Kong,57,8.89
8.210.119.11,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,39,8.81
47.76.49.246,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,71,8.8
8.210.3.24,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,53,8.8
8.210.245.224,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,236,8.77
8.210.119.11,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,58,8.68
47.243.86.79,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,60,8.68
8.218.146.204,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,70,8.67
47.242.17.250,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,86,8.67
8.210.174.156,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,50,8.65
8.217.207.60,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,82,8.63
47.243.161.235,443,443,TRUE,HK,Asia Pacific,Hong Kong,80,8.62
8.210.174.156,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,45,8.62
47.74.26.196,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,255,8.59
8.218.8.142,80,80,FALSE,HK,Asia Pacific,Hong Kong,49,8.57
8.218.243.95,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,105,8.55
47.242.232.14,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,56,8.54
8.218.85.128,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,43,8.54
47.245.57.38,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,183,8.51
47.242.17.250,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,77,8.5
8.218.181.189,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,61,8.49
8.218.18.132,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,80,8.49
47.242.79.71,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,72,8.48
8.218.142.253,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,69,8.47
47.76.32.108,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,542,8.47
8.218.119.115,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,75,8.46
47.243.107.148,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,58,8.45
8.210.245.224,2082,0,FALSE,HK,Asia Pacific,Hong Kong,41,8.43
8.217.239.116,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,82,8.42
8.218.105.223,2052,0,FALSE,HK,Asia Pacific,Hong Kong,36,8.42
47.242.17.250,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,91,8.41
8.218.207.169,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,46,8.41
47.243.42.219,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,119,8.41
8.210.101.157,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,144,8.39
8.217.250.222,443,443,TRUE,HK,Asia Pacific,Hong Kong,81,8.38
8.218.11.90,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,69,8.38
8.217.250.222,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,61,8.37
47.76.37.57,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,86,8.36
47.242.171.94,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,54,8.36
8.210.174.156,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,46,8.35
8.217.250.222,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,40,8.34
47.243.161.235,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,59,8.33
47.242.234.127,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,61,8.33
8.210.119.11,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,42,8.33
47.243.183.127,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,51,8.31
8.210.55.134,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,38,8.27
8.217.159.210,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,73,8.24
8.210.156.6,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,66,8.24
8.217.239.116,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,102,8.23
47.243.86.79,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,38,8.22
8.210.55.134,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,39,8.18
47.76.178.146,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,41,8.17
8.218.119.115,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,83,8.16
8.218.119.115,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,38,8.16
8.210.146.108,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,55,8.15
8.217.250.222,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,68,8.13
47.245.57.38,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,171,8.12
8.217.239.116,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,37,8.1
8.209.255.195,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,150,8.08
8.218.188.129,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,45,8.08
47.242.59.216,443,443,TRUE,HK,Asia Pacific,Hong Kong,53,8.06
8.218.142.253,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,42,8.04
8.217.147.230,80,80,FALSE,HK,Asia Pacific,Hong Kong,52,8.04
8.218.18.132,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,87,8.02
8.218.142.253,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,67,8
47.243.183.127,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,39,7.98
47.243.203.119,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,79,7.98
8.210.156.6,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,46,7.98
8.218.48.92,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,63,7.97
8.210.156.6,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,115,7.94
47.242.234.127,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,67,7.94
8.210.117.18,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,38,7.94
8.218.85.128,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,38,7.93
8.218.188.129,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,38,7.89
47.243.42.219,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,63,7.88
8.218.110.180,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,38,7.87
8.218.127.249,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,38,7.86
47.76.32.108,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,56,7.83
8.217.221.165,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,44,7.82
47.245.57.38,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,166,7.8
47.242.59.216,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,58,7.8
8.210.119.11,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,77,7.8
8.217.85.14,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,55,7.73
47.76.80.72,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,70,7.73
47.243.107.148,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,105,7.72
8.218.146.204,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,40,7.69
8.217.251.62,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,46,7.68
47.242.171.94,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,75,7.65
8.217.239.116,80,80,FALSE,HK,Asia Pacific,Hong Kong,73,7.64
8.218.201.73,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,73,7.64
8.210.174.156,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,71,7.64
8.210.55.134,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,38,7.63
8.210.55.134,80,80,FALSE,HK,Asia Pacific,Hong Kong,45,7.63
47.242.202.230,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,36,7.63
8.218.156.91,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,98,7.62
8.210.101.157,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,37,7.61
8.210.119.11,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,68,7.61
8.218.146.204,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,67,7.58
8.218.119.115,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,41,7.56
8.222.180.242,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,38,7.55
47.76.33.40,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,48,7.55
47.243.86.79,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,90,7.53
47.243.70.197,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,91,7.53
47.242.174.27,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,59,7.52
8.218.8.142,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,44,7.52
8.218.146.204,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,39,7.51
8.218.105.223,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,35,7.51
8.210.156.6,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,45,7.51
8.217.250.222,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,73,7.47
47.242.202.230,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,74,7.46
8.209.255.195,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,138,7.45
47.243.86.79,80,80,FALSE,HK,Asia Pacific,Hong Kong,38,7.45
8.217.239.116,443,443,TRUE,HK,Asia Pacific,Hong Kong,84,7.44
47.243.86.79,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,61,7.43
8.217.251.62,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,50,7.42
47.76.178.146,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,44,7.42
8.218.85.128,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,77,7.42
8.218.204.128,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,76,7.41
8.218.207.169,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,140,7.41
8.210.21.65,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,41,7.41
8.218.110.180,2086,0,FALSE,HK,Asia Pacific,Hong Kong,41,7.41
8.210.107.246,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,78,7.4
8.210.156.6,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,35,7.4
8.210.156.6,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,41,7.35
8.218.52.115,80,80,FALSE,HK,Asia Pacific,Hong Kong,81,7.35
8.218.52.115,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,48,7.35
8.218.18.235,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,41,7.35
8.210.101.157,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,74,7.34
47.242.232.14,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,129,7.33
47.242.54.157,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,43,7.33
8.210.55.134,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,38,7.32
8.218.201.73,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,47,7.32
47.76.178.146,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,46,7.31
8.217.251.62,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,42,7.29
47.243.162.49,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,41,7.27
47.243.107.148,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,35,7.27
47.243.161.235,80,80,FALSE,HK,Asia Pacific,Hong Kong,41,7.26
47.76.80.72,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,70,7.24
8.210.174.156,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,39,7.23
47.243.107.148,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,57,7.23
47.76.49.246,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,84,7.23
8.210.119.11,80,80,FALSE,HK,Asia Pacific,Hong Kong,49,7.22
47.242.17.250,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,35,7.21
8.218.85.128,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,77,7.2
8.217.147.230,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,76,7.19
47.243.183.127,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,38,7.18
47.243.203.119,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,71,7.18
47.243.161.235,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,88,7.17
8.217.91.121,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,71,7.17
8.210.101.157,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,96,7.17
47.242.234.127,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,74,7.16
47.243.161.235,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,42,7.13
8.210.3.24,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,47,7.12
47.76.80.72,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,552,7.11
47.245.40.55,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,272,7.09
8.218.174.118,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,45,7.08
8.210.107.246,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,124,7.08
8.219.148.161,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,47,7.08
8.210.146.108,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,66,7.08
47.243.162.49,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,59,7.07
8.210.66.190,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,74,7.07
47.243.162.49,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,37,7.06
47.242.79.71,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,53,7.05
8.210.146.108,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,44,7.05
8.218.8.142,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,69,7.01
8.210.107.246,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,60,7
47.76.33.40,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,43,7
47.242.54.157,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,46,6.99
8.218.85.128,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,105,6.98
47.243.162.49,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,34,6.98
8.218.85.128,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,65,6.96
8.218.119.115,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,76,6.96
8.217.207.60,443,443,TRUE,HK,Asia Pacific,Hong Kong,88,6.96
8.217.164.10,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,38,6.95
8.210.65.1,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,40,6.91
47.243.86.79,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,95,6.9
8.217.221.165,80,80,FALSE,HK,Asia Pacific,Hong Kong,50,6.89
8.218.18.235,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,55,6.88
8.218.142.253,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,98,6.87
8.218.85.128,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,49,6.87
47.243.183.127,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,59,6.86
47.76.80.72,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,47,6.85
