IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
132.145.121.34,8880,8880,FALSE,JP,Asia Pacific,Tokyo,91,11.63
140.238.38.245,2082,2082,FALSE,JP,Asia Pacific,Tokyo,75,11.62
155.248.163.133,8880,8880,FALSE,JP,Asia Pacific,Tokyo,77,11.62
158.179.186.138,2052,2052,FALSE,JP,Asia Pacific,Tokyo,71,11.61
131.186.37.191,8880,8880,FALSE,JP,Asia Pacific,Tokyo,76,11.61
140.238.60.177,2086,2086,FALSE,JP,Asia Pacific,Tokyo,74,11.61
140.238.39.21,2082,2082,FALSE,JP,Asia Pacific,Tokyo,80,11.61
138.3.216.67,80,80,FALSE,JP,Asia Pacific,Tokyo,70,11.61
168.138.197.222,8080,8080,FALSE,JP,Asia Pacific,Tokyo,73,11.6
138.3.210.114,8080,8080,FALSE,JP,Asia Pacific,Tokyo,87,11.6
158.101.137.74,2095,2095,FALSE,JP,Asia Pacific,Tokyo,73,11.6
131.186.39.42,8080,8080,FALSE,JP,Asia Pacific,Tokyo,83,11.6
151.145.70.28,2087,2087,TRUE,JP,Asia Pacific,Tokyo,90,11.6
152.70.50.131,443,443,TRUE,DE,Europe,DEnkfurt,169,11.6
158.179.182.19,8880,8880,FALSE,JP,Asia Pacific,Tokyo,103,11.6
158.101.84.123,2053,2053,TRUE,JP,Asia Pacific,Tokyo,162,11.59
132.145.120.182,2086,2086,FALSE,JP,Asia Pacific,Tokyo,79,11.59
131.186.63.184,80,80,FALSE,JP,Asia Pacific,Tokyo,81,11.59
140.238.48.97,2086,2086,FALSE,JP,Asia Pacific,Tokyo,68,11.58
138.3.217.39,2095,2095,FALSE,JP,Asia Pacific,Tokyo,68,11.58
131.186.36.248,8080,8080,FALSE,JP,Asia Pacific,Tokyo,85,11.56
168.138.205.195,2086,2086,FALSE,JP,Asia Pacific,Tokyo,89,11.56
131.186.47.223,8443,8443,TRUE,JP,Asia Pacific,Tokyo,149,11.55
168.138.198.202,8880,8880,FALSE,JP,Asia Pacific,Tokyo,75,11.55
140.238.53.190,8880,8880,FALSE,JP,Asia Pacific,Tokyo,81,11.55
141.144.252.218,443,443,TRUE,DE,Europe,DEnkfurt,167,11.54
158.101.145.246,2095,2095,FALSE,JP,Asia Pacific,Tokyo,69,11.54
138.3.218.160,2053,2053,TRUE,JP,Asia Pacific,Tokyo,155,11.54
140.238.36.248,80,80,FALSE,JP,Asia Pacific,Tokyo,85,11.54
151.145.71.127,80,80,FALSE,JP,Asia Pacific,Tokyo,89,11.53
158.101.90.190,8880,8880,FALSE,JP,Asia Pacific,Tokyo,69,11.52
138.3.210.114,2083,2083,TRUE,JP,Asia Pacific,Tokyo,115,11.52
141.144.207.205,443,443,TRUE,DE,Europe,DEnkfurt,201,11.52
132.145.120.118,8443,8443,TRUE,JP,Asia Pacific,Tokyo,135,11.52
131.186.37.69,2095,2095,FALSE,JP,Asia Pacific,Tokyo,75,11.52
132.226.9.173,8080,8080,FALSE,JP,Asia Pacific,Tokyo,77,11.52
152.70.58.196,443,443,TRUE,DE,Europe,DEnkfurt,209,11.52
141.147.3.241,443,443,TRUE,DE,Europe,DEnkfurt,153,11.51
140.238.33.94,8443,8443,TRUE,JP,Asia Pacific,Tokyo,121,11.51
141.147.181.148,80,80,FALSE,JP,Asia Pacific,Tokyo,69,11.51
140.238.61.78,8080,8080,FALSE,JP,Asia Pacific,Tokyo,82,11.5
158.101.133.129,2086,2086,FALSE,JP,Asia Pacific,Tokyo,81,11.5
158.179.186.138,8080,8080,FALSE,JP,Asia Pacific,Tokyo,71,11.5
158.101.149.52,8080,8080,FALSE,JP,Asia Pacific,Tokyo,95,11.49
140.238.54.184,2052,2052,FALSE,JP,Asia Pacific,Tokyo,81,11.49
158.101.146.165,2082,2082,FALSE,JP,Asia Pacific,Tokyo,75,11.48
144.24.173.161,443,443,TRUE,DE,Europe,DEnkfurt,167,11.48
168.138.192.185,80,80,FALSE,JP,Asia Pacific,Tokyo,68,11.48
168.138.208.17,80,80,FALSE,JP,Asia Pacific,Tokyo,76,11.47
140.238.40.136,8880,8880,FALSE,JP,Asia Pacific,Tokyo,90,11.47
141.147.165.179,8880,8880,FALSE,JP,Asia Pacific,Tokyo,82,11.47
131.186.34.244,2086,2086,FALSE,JP,Asia Pacific,Tokyo,70,11.47
158.101.69.144,8443,8443,TRUE,JP,Asia Pacific,Tokyo,100,11.47
151.145.68.166,8880,8880,FALSE,JP,Asia Pacific,Tokyo,85,11.47
158.179.188.175,80,80,FALSE,JP,Asia Pacific,Tokyo,71,11.47
132.145.114.250,2053,2053,TRUE,JP,Asia Pacific,Tokyo,90,11.46
132.145.121.123,2053,2053,TRUE,JP,Asia Pacific,Tokyo,180,11.46
132.226.9.173,80,80,FALSE,JP,Asia Pacific,Tokyo,83,11.46
141.144.244.166,443,443,TRUE,DE,Europe,DEnkfurt,193,11.45
158.101.150.74,2096,2096,TRUE,JP,Asia Pacific,Tokyo,106,11.45
158.101.140.154,2083,2083,TRUE,JP,Asia Pacific,Tokyo,148,11.45
138.3.223.50,2095,2095,FALSE,JP,Asia Pacific,Tokyo,77,11.44
138.3.222.204,8443,8443,TRUE,JP,Asia Pacific,Tokyo,76,11.44
151.145.75.28,2095,2095,FALSE,JP,Asia Pacific,Tokyo,92,11.44
158.101.139.42,8880,8880,FALSE,JP,Asia Pacific,Tokyo,78,11.43
168.138.209.84,2082,2082,FALSE,JP,Asia Pacific,Tokyo,80,11.42
140.238.52.81,2096,2096,TRUE,JP,Asia Pacific,Tokyo,105,11.42
152.70.99.187,2096,2096,TRUE,JP,Asia Pacific,Tokyo,97,11.4
130.162.43.20,443,443,TRUE,DE,Europe,DEnkfurt,202,11.4
132.145.114.4,2095,2095,FALSE,JP,Asia Pacific,Tokyo,84,11.39
140.238.54.182,80,80,FALSE,JP,Asia Pacific,Tokyo,70,11.38
168.138.202.145,2087,2087,TRUE,JP,Asia Pacific,Tokyo,158,11.37
141.147.182.76,2053,2053,TRUE,JP,Asia Pacific,Tokyo,84,11.37
158.101.143.49,2086,2086,FALSE,JP,Asia Pacific,Tokyo,80,11.37
158.101.137.96,2087,2087,TRUE,JP,Asia Pacific,Tokyo,73,11.37
138.3.216.67,2087,2087,TRUE,JP,Asia Pacific,Tokyo,90,11.37
155.248.160.116,2095,2095,FALSE,JP,Asia Pacific,Tokyo,94,11.36
131.186.47.255,2052,2052,FALSE,JP,Asia Pacific,Tokyo,70,11.34
138.3.210.114,8880,8880,FALSE,JP,Asia Pacific,Tokyo,70,11.33
158.101.152.221,2052,2052,FALSE,JP,Asia Pacific,Tokyo,88,11.33
131.186.34.11,2086,2086,FALSE,JP,Asia Pacific,Tokyo,78,11.33
131.186.58.151,2053,2053,TRUE,JP,Asia Pacific,Tokyo,166,11.33
158.101.158.238,2053,2053,TRUE,JP,Asia Pacific,Tokyo,157,11.33
158.101.155.246,8080,8080,FALSE,JP,Asia Pacific,Tokyo,71,11.31
131.186.35.189,2052,2052,FALSE,JP,Asia Pacific,Tokyo,73,11.31
138.3.218.160,8880,8880,FALSE,JP,Asia Pacific,Tokyo,79,11.31
140.238.35.138,8080,8080,FALSE,JP,Asia Pacific,Tokyo,91,11.3
158.101.149.122,2052,2052,FALSE,JP,Asia Pacific,Tokyo,79,11.3
131.186.41.82,80,80,FALSE,JP,Asia Pacific,Tokyo,77,11.3
131.186.46.75,2087,2087,TRUE,JP,Asia Pacific,Tokyo,112,11.29
158.101.137.74,8880,8880,FALSE,JP,Asia Pacific,Tokyo,69,11.28
158.101.139.42,2086,2086,FALSE,JP,Asia Pacific,Tokyo,80,11.28
158.101.81.4,2083,2083,TRUE,JP,Asia Pacific,Tokyo,101,11.28
140.238.62.12,2086,2086,FALSE,JP,Asia Pacific,Tokyo,83,11.28
168.138.211.217,2095,2095,FALSE,JP,Asia Pacific,Tokyo,91,11.27
144.24.169.81,2053,443,TRUE,DE,Europe,DEnkfurt,196,11.27
141.147.166.95,2086,2086,FALSE,JP,Asia Pacific,Tokyo,87,11.26
158.178.154.220,443,443,TRUE,DE,Europe,DEnkfurt,193,11.25
151.145.74.56,2087,2087,TRUE,JP,Asia Pacific,Tokyo,84,11.25
158.179.178.142,8880,8880,FALSE,JP,Asia Pacific,Tokyo,77,11.25
158.179.186.138,2053,2053,TRUE,JP,Asia Pacific,Tokyo,113,11.25
168.138.200.159,2052,2052,FALSE,JP,Asia Pacific,Tokyo,71,11.24
158.101.143.49,2096,2096,TRUE,JP,Asia Pacific,Tokyo,106,11.23
141.147.168.13,2087,2087,TRUE,JP,Asia Pacific,Tokyo,158,11.23
168.138.197.222,2095,2095,FALSE,JP,Asia Pacific,Tokyo,102,11.23
138.3.217.39,2087,2087,TRUE,JP,Asia Pacific,Tokyo,90,11.23
140.238.61.78,2095,2095,FALSE,JP,Asia Pacific,Tokyo,78,11.23
141.147.22.237,443,443,TRUE,NL,Europe,NLterdam,162,11.22
138.3.212.162,8880,8880,FALSE,JP,Asia Pacific,Tokyo,67,11.22
141.147.164.153,2052,2052,FALSE,JP,Asia Pacific,Tokyo,69,11.21
132.145.120.103,80,80,FALSE,JP,Asia Pacific,Tokyo,77,11.21
158.179.188.175,2053,2053,TRUE,JP,Asia Pacific,Tokyo,97,11.21
150.230.115.30,443,443,TRUE,DE,Europe,DEnkfurt,181,11.21
158.101.146.160,8443,8443,TRUE,JP,Asia Pacific,Tokyo,99,11.2
132.145.120.115,2082,2082,FALSE,JP,Asia Pacific,Tokyo,81,11.2
168.138.206.236,80,80,FALSE,JP,Asia Pacific,Tokyo,80,11.19
152.70.104.69,2052,2052,FALSE,JP,Asia Pacific,Tokyo,80,11.19
131.186.38.135,2095,2095,FALSE,JP,Asia Pacific,Tokyo,80,11.19
152.70.106.13,2083,2083,TRUE,JP,Asia Pacific,Tokyo,91,11.18
152.70.58.0,443,443,TRUE,DE,Europe,DEnkfurt,195,11.18
140.238.39.21,2053,2053,TRUE,JP,Asia Pacific,Tokyo,109,11.16
141.147.48.161,443,443,TRUE,DE,Europe,DEnkfurt,175,11.16
158.101.146.160,2053,2053,TRUE,JP,Asia Pacific,Tokyo,152,11.16
158.101.68.100,2052,2052,FALSE,JP,Asia Pacific,Tokyo,71,11.15
140.238.62.12,2052,2052,FALSE,JP,Asia Pacific,Tokyo,74,11.15
131.186.36.248,2086,2086,FALSE,JP,Asia Pacific,Tokyo,85,11.15
158.101.149.81,8080,8080,FALSE,JP,Asia Pacific,Tokyo,76,11.15
158.101.131.218,80,80,FALSE,JP,Asia Pacific,Tokyo,85,11.14
131.186.41.82,8443,8443,TRUE,JP,Asia Pacific,Tokyo,79,11.14
140.238.35.78,2095,2095,FALSE,JP,Asia Pacific,Tokyo,69,11.14
141.147.160.221,2082,2082,FALSE,JP,Asia Pacific,Tokyo,71,11.13
132.145.115.17,2095,2095,FALSE,JP,Asia Pacific,Tokyo,68,11.13
158.101.149.52,80,80,FALSE,JP,Asia Pacific,Tokyo,80,11.13
158.179.188.159,2052,2052,FALSE,JP,Asia Pacific,Tokyo,86,11.12
158.101.84.123,2052,2052,FALSE,JP,Asia Pacific,Tokyo,69,11.12
141.147.61.116,2053,443,TRUE,DE,Europe,DEnkfurt,165,11.12
141.147.164.123,2095,2095,FALSE,JP,Asia Pacific,Tokyo,77,11.12
158.101.137.96,2082,2082,FALSE,JP,Asia Pacific,Tokyo,73,11.11
158.179.180.233,8880,8880,FALSE,JP,Asia Pacific,Tokyo,81,11.11
131.186.60.162,8880,8880,FALSE,JP,Asia Pacific,Tokyo,82,11.11
140.238.58.42,2095,2095,FALSE,JP,Asia Pacific,Tokyo,75,11.11
131.186.63.127,8880,8880,FALSE,JP,Asia Pacific,Tokyo,79,11.11
131.186.62.26,2087,2087,TRUE,JP,Asia Pacific,Tokyo,112,11.1
158.101.136.239,2096,2096,TRUE,JP,Asia Pacific,Tokyo,82,11.1
130.162.215.62,443,443,TRUE,DE,Europe,DEnkfurt,189,11.1
132.145.114.14,2095,2095,FALSE,JP,Asia Pacific,Tokyo,78,11.09
168.138.195.31,80,80,FALSE,JP,Asia Pacific,Tokyo,76,11.09
141.147.183.96,2052,2052,FALSE,JP,Asia Pacific,Tokyo,75,11.09
140.238.33.165,8443,8443,TRUE,JP,Asia Pacific,Tokyo,128,11.09
158.179.189.235,2082,2082,FALSE,JP,Asia Pacific,Tokyo,80,11.08
130.61.23.77,443,443,TRUE,DE,Europe,DEnkfurt,191,11.08
141.147.164.123,2096,2096,TRUE,JP,Asia Pacific,Tokyo,88,11.08
158.101.136.239,8880,8880,FALSE,JP,Asia Pacific,Tokyo,81,11.08
140.238.61.224,80,80,FALSE,JP,Asia Pacific,Tokyo,79,11.08
168.138.217.146,8880,8880,FALSE,JP,Asia Pacific,Tokyo,80,11.07
155.248.160.83,2053,2053,TRUE,JP,Asia Pacific,Tokyo,131,11.07
141.147.182.76,8080,8080,FALSE,JP,Asia Pacific,Tokyo,73,11.06
152.70.99.187,8080,8080,FALSE,JP,Asia Pacific,Tokyo,83,11.06
158.101.140.255,2086,2086,FALSE,JP,Asia Pacific,Tokyo,72,11.06
138.3.212.144,2095,2095,FALSE,JP,Asia Pacific,Tokyo,84,11.05
168.138.212.175,2053,2053,TRUE,JP,Asia Pacific,Tokyo,183,11.05
140.238.48.97,8880,8880,FALSE,JP,Asia Pacific,Tokyo,72,11.05
132.145.120.197,80,80,FALSE,JP,Asia Pacific,Tokyo,74,11.05
151.145.70.28,80,80,FALSE,JP,Asia Pacific,Tokyo,71,11.04
168.138.206.109,2086,2086,FALSE,JP,Asia Pacific,Tokyo,79,11.03
141.147.178.115,8080,8080,FALSE,JP,Asia Pacific,Tokyo,74,11.02
132.145.114.14,2082,2082,FALSE,JP,Asia Pacific,Tokyo,70,11.02
140.238.54.184,2082,2082,FALSE,JP,Asia Pacific,Tokyo,69,11.01
168.138.212.184,2082,2082,FALSE,JP,Asia Pacific,Tokyo,259,11.01
141.147.178.202,80,80,FALSE,JP,Asia Pacific,Tokyo,94,11
158.101.69.144,2082,2082,FALSE,JP,Asia Pacific,Tokyo,80,11
132.226.14.155,2082,2082,FALSE,JP,Asia Pacific,Tokyo,80,10.99
140.238.44.118,2052,2052,FALSE,JP,Asia Pacific,Tokyo,80,10.99
158.101.154.70,2087,2087,TRUE,JP,Asia Pacific,Tokyo,178,10.99
168.138.207.64,2096,2096,TRUE,JP,Asia Pacific,Tokyo,87,10.99
158.101.133.129,8880,8880,FALSE,JP,Asia Pacific,Tokyo,71,10.99
168.138.213.210,2095,2095,FALSE,JP,Asia Pacific,Tokyo,81,10.99
158.101.146.203,2083,2083,TRUE,JP,Asia Pacific,Tokyo,71,10.98
158.101.68.100,2086,2086,FALSE,JP,Asia Pacific,Tokyo,78,10.97
158.178.154.147,443,443,TRUE,DE,Europe,DEnkfurt,182,10.96
158.101.89.33,2053,2053,TRUE,JP,Asia Pacific,Tokyo,120,10.95
140.238.34.208,2087,2087,TRUE,JP,Asia Pacific,Tokyo,101,10.95
132.145.114.14,8443,8443,TRUE,JP,Asia Pacific,Tokyo,141,10.95
144.21.55.208,443,443,TRUE,DE,Europe,DEnkfurt,187,10.94
158.101.139.42,8443,8443,TRUE,JP,Asia Pacific,Tokyo,131,10.94
158.101.142.103,2052,2052,FALSE,JP,Asia Pacific,Tokyo,79,10.93
141.147.167.44,2086,2086,FALSE,JP,Asia Pacific,Tokyo,69,10.93
158.101.149.52,8880,8880,FALSE,JP,Asia Pacific,Tokyo,74,10.93
140.238.41.253,2083,2083,TRUE,JP,Asia Pacific,Tokyo,93,10.93
141.147.183.96,2086,2086,FALSE,JP,Asia Pacific,Tokyo,78,10.93
158.101.158.238,80,80,FALSE,JP,Asia Pacific,Tokyo,71,10.92
131.186.44.38,2052,2052,FALSE,JP,Asia Pacific,Tokyo,67,10.92
132.226.5.102,2082,2082,FALSE,JP,Asia Pacific,Tokyo,74,10.92
132.145.120.197,2083,2083,TRUE,JP,Asia Pacific,Tokyo,109,10.91
141.147.169.195,2053,2053,TRUE,JP,Asia Pacific,Tokyo,82,10.9
151.145.68.166,8080,8080,FALSE,JP,Asia Pacific,Tokyo,95,10.89
158.101.159.212,8880,8880,FALSE,JP,Asia Pacific,Tokyo,78,10.89
132.145.121.123,2086,2086,FALSE,JP,Asia Pacific,Tokyo,82,10.89
158.101.131.218,2087,2087,TRUE,JP,Asia Pacific,Tokyo,72,10.89
138.3.223.70,80,80,FALSE,JP,Asia Pacific,Tokyo,79,10.87
132.145.120.115,2095,2095,FALSE,JP,Asia Pacific,Tokyo,84,10.87
140.238.62.12,2096,2096,TRUE,JP,Asia Pacific,Tokyo,108,10.87
158.101.133.129,8443,8443,TRUE,JP,Asia Pacific,Tokyo,152,10.86
158.101.150.74,8443,8443,TRUE,JP,Asia Pacific,Tokyo,124,10.86
141.147.162.204,2087,2087,TRUE,JP,Asia Pacific,Tokyo,75,10.86
138.3.223.50,2082,2082,FALSE,JP,Asia Pacific,Tokyo,78,10.86
158.101.146.160,2083,2083,TRUE,JP,Asia Pacific,Tokyo,79,10.86
158.179.186.138,2082,2082,FALSE,JP,Asia Pacific,Tokyo,79,10.85
151.145.66.219,80,80,FALSE,JP,Asia Pacific,Tokyo,85,10.85
131.186.47.223,80,80,FALSE,JP,Asia Pacific,Tokyo,83,10.85
158.101.68.100,80,80,FALSE,JP,Asia Pacific,Tokyo,72,10.85
152.70.98.174,2095,2095,FALSE,JP,Asia Pacific,Tokyo,89,10.85
140.238.39.21,2087,2087,TRUE,JP,Asia Pacific,Tokyo,104,10.84
168.138.196.237,2082,2082,FALSE,JP,Asia Pacific,Tokyo,74,10.84
158.179.181.107,8880,8880,FALSE,JP,Asia Pacific,Tokyo,73,10.84
158.101.150.126,2086,2086,FALSE,JP,Asia Pacific,Tokyo,76,10.84
168.138.208.17,8443,8443,TRUE,JP,Asia Pacific,Tokyo,153,10.83
140.238.54.182,8443,8443,TRUE,JP,Asia Pacific,Tokyo,125,10.81
158.178.153.21,443,443,TRUE,DE,Europe,DEnkfurt,184,10.81
168.138.194.121,2086,2086,FALSE,JP,Asia Pacific,Tokyo,91,10.81
158.101.154.70,8880,8880,FALSE,JP,Asia Pacific,Tokyo,86,10.81
138.3.211.101,2052,2052,FALSE,JP,Asia Pacific,Tokyo,82,10.8
168.138.197.222,2082,2082,FALSE,JP,Asia Pacific,Tokyo,99,10.8
168.138.202.145,2082,2082,FALSE,JP,Asia Pacific,Tokyo,79,10.8
141.147.174.190,2052,2052,FALSE,JP,Asia Pacific,Tokyo,74,10.8
132.145.122.95,2053,2053,TRUE,JP,Asia Pacific,Tokyo,136,10.79
151.145.75.28,80,80,FALSE,JP,Asia Pacific,Tokyo,75,10.79
158.101.142.103,8443,8443,TRUE,JP,Asia Pacific,Tokyo,194,10.79
140.238.34.208,2082,2082,FALSE,JP,Asia Pacific,Tokyo,71,10.78
141.147.168.13,2082,2082,FALSE,JP,Asia Pacific,Tokyo,67,10.78
132.145.121.175,80,80,FALSE,JP,Asia Pacific,Tokyo,89,10.78
158.101.146.203,2086,2086,FALSE,JP,Asia Pacific,Tokyo,69,10.77
158.101.143.49,2087,2087,TRUE,JP,Asia Pacific,Tokyo,81,10.77
141.147.160.86,8443,8443,TRUE,JP,Asia Pacific,Tokyo,155,10.76
158.101.149.71,2053,2053,TRUE,JP,Asia Pacific,Tokyo,77,10.76
158.101.158.238,2096,2096,TRUE,JP,Asia Pacific,Tokyo,93,10.75
151.145.71.40,8080,8080,FALSE,JP,Asia Pacific,Tokyo,98,10.75
158.101.139.42,2082,2082,FALSE,JP,Asia Pacific,Tokyo,77,10.74
132.145.115.17,2083,2083,TRUE,JP,Asia Pacific,Tokyo,136,10.74
158.179.188.7,2095,2095,FALSE,JP,Asia Pacific,Tokyo,69,10.74
140.238.35.195,8443,8443,TRUE,JP,Asia Pacific,Tokyo,122,10.74
138.3.216.67,2052,2052,FALSE,JP,Asia Pacific,Tokyo,84,10.74
131.186.38.135,80,80,FALSE,JP,Asia Pacific,Tokyo,70,10.73
168.138.205.195,2082,2082,FALSE,JP,Asia Pacific,Tokyo,80,10.73
158.101.140.154,8880,8880,FALSE,JP,Asia Pacific,Tokyo,69,10.72
141.147.162.204,8880,8880,FALSE,JP,Asia Pacific,Tokyo,69,10.72
130.162.61.18,80,80,FALSE,DE,Europe,DEnkfurt,167,10.71
141.147.165.179,80,80,FALSE,JP,Asia Pacific,Tokyo,75,10.71
140.238.41.253,2082,2082,FALSE,JP,Asia Pacific,Tokyo,72,10.71
131.186.37.191,2095,2095,FALSE,JP,Asia Pacific,Tokyo,77,10.7
144.21.32.193,2087,443,TRUE,NL,Europe,NLterdam,186,10.7
168.138.194.121,2083,2083,TRUE,JP,Asia Pacific,Tokyo,162,10.7
138.3.254.39,443,443,TRUE,DE,Europe,DEnkfurt,192,10.69
138.3.212.162,2082,2082,FALSE,JP,Asia Pacific,Tokyo,72,10.69
152.70.52.215,443,443,TRUE,NL,Europe,NLterdam,193,10.69
155.248.160.116,8080,8080,FALSE,JP,Asia Pacific,Tokyo,86,10.69
151.145.74.199,2087,2087,TRUE,JP,Asia Pacific,Tokyo,103,10.69
132.145.114.250,2086,2086,FALSE,JP,Asia Pacific,Tokyo,80,10.68
131.186.62.26,80,80,FALSE,JP,Asia Pacific,Tokyo,77,10.68
168.138.205.38,8880,8880,FALSE,JP,Asia Pacific,Tokyo,69,10.67
168.138.206.236,2095,2095,FALSE,JP,Asia Pacific,Tokyo,83,10.66
158.101.150.126,2052,2052,FALSE,JP,Asia Pacific,Tokyo,72,10.66
141.147.175.230,2052,2052,FALSE,JP,Asia Pacific,Tokyo,86,10.66
158.178.193.75,80,80,FALSE,FR,Europe,Paris,154,10.66
168.138.206.236,2096,2096,TRUE,JP,Asia Pacific,Tokyo,201,10.65
158.101.146.160,2096,2096,TRUE,JP,Asia Pacific,Tokyo,99,10.65
131.186.35.189,80,80,FALSE,JP,Asia Pacific,Tokyo,86,10.65
138.3.218.160,8080,8080,FALSE,JP,Asia Pacific,Tokyo,68,10.65
158.101.137.74,8080,8080,FALSE,JP,Asia Pacific,Tokyo,81,10.65
158.101.149.52,2095,2095,FALSE,JP,Asia Pacific,Tokyo,81,10.64
131.186.46.75,8080,8080,FALSE,JP,Asia Pacific,Tokyo,88,10.64
141.147.182.76,2052,2052,FALSE,JP,Asia Pacific,Tokyo,81,10.64
158.101.95.113,2052,2052,FALSE,JP,Asia Pacific,Tokyo,69,10.64
158.101.143.49,2082,2082,FALSE,JP,Asia Pacific,Tokyo,73,10.64
138.3.222.204,2095,2095,FALSE,JP,Asia Pacific,Tokyo,80,10.64
141.147.179.64,2087,2087,TRUE,JP,Asia Pacific,Tokyo,116,10.63
158.101.140.255,8080,8080,FALSE,JP,Asia Pacific,Tokyo,91,10.63
140.238.33.165,2053,2053,TRUE,JP,Asia Pacific,Tokyo,75,10.63
141.147.160.221,2095,2095,FALSE,JP,Asia Pacific,Tokyo,76,10.61
158.101.146.203,8443,8443,TRUE,JP,Asia Pacific,Tokyo,138,10.61
131.186.39.42,2052,2052,FALSE,JP,Asia Pacific,Tokyo,81,10.6
141.147.178.202,8080,8080,FALSE,JP,Asia Pacific,Tokyo,71,10.6
141.147.168.13,8443,8443,TRUE,JP,Asia Pacific,Tokyo,81,10.59
141.147.165.179,2053,2053,TRUE,JP,Asia Pacific,Tokyo,96,10.59
141.147.175.230,2096,2096,TRUE,JP,Asia Pacific,Tokyo,94,10.58
141.147.167.44,2052,2052,FALSE,JP,Asia Pacific,Tokyo,74,10.58
132.145.120.103,2082,2082,FALSE,JP,Asia Pacific,Tokyo,83,10.58
158.101.90.190,2086,2086,FALSE,JP,Asia Pacific,Tokyo,81,10.58
158.178.155.24,443,443,TRUE,DE,Europe,DEnkfurt,192,10.58
140.238.54.149,2052,2052,FALSE,JP,Asia Pacific,Tokyo,69,10.58
158.101.140.154,2082,2082,FALSE,JP,Asia Pacific,Tokyo,69,10.57
140.238.51.184,2096,2096,TRUE,JP,Asia Pacific,Tokyo,122,10.56
168.138.198.202,8080,8080,FALSE,JP,Asia Pacific,Tokyo,72,10.56
158.101.94.15,8880,8880,FALSE,JP,Asia Pacific,Tokyo,72,10.56
131.186.47.255,2086,2086,FALSE,JP,Asia Pacific,Tokyo,92,10.55
130.162.229.42,2053,443,TRUE,DE,Europe,DEnkfurt,164,10.54
158.101.159.181,8080,8080,FALSE,JP,Asia Pacific,Tokyo,75,10.54
141.148.239.9,443,443,TRUE,DE,Europe,DEnkfurt,172,10.53
141.147.175.230,8080,8080,FALSE,JP,Asia Pacific,Tokyo,70,10.53
131.186.47.223,2096,2096,TRUE,JP,Asia Pacific,Tokyo,83,10.53
132.226.5.76,80,80,FALSE,JP,Asia Pacific,Tokyo,75,10.53
152.70.55.148,443,443,TRUE,DE,Europe,DEnkfurt,171,10.52
132.226.5.21,80,80,FALSE,JP,Asia Pacific,Tokyo,69,10.52
151.145.65.8,2095,2095,FALSE,JP,Asia Pacific,Tokyo,70,10.51
151.145.75.28,2052,2052,FALSE,JP,Asia Pacific,Tokyo,80,10.5
140.238.32.184,8443,8443,TRUE,JP,Asia Pacific,Tokyo,106,10.5
141.147.182.70,8443,8443,TRUE,JP,Asia Pacific,Tokyo,130,10.5
158.101.149.52,2052,2052,FALSE,JP,Asia Pacific,Tokyo,87,10.5
158.179.181.107,2086,2086,FALSE,JP,Asia Pacific,Tokyo,77,10.5
131.186.61.45,2096,2096,TRUE,JP,Asia Pacific,Tokyo,106,10.5
158.101.70.155,2052,2052,FALSE,JP,Asia Pacific,Tokyo,96,10.5
151.145.71.127,2095,2095,FALSE,JP,Asia Pacific,Tokyo,93,10.49
158.101.136.239,2095,2095,FALSE,JP,Asia Pacific,Tokyo,75,10.49
141.144.204.27,8443,443,TRUE,NL,Europe,NLterdam,186,10.48
131.186.46.75,8880,8880,FALSE,JP,Asia Pacific,Tokyo,94,10.48
140.238.38.245,2087,2087,TRUE,JP,Asia Pacific,Tokyo,118,10.47
151.145.65.203,2052,2052,FALSE,JP,Asia Pacific,Tokyo,77,10.47
140.238.54.166,2082,2082,FALSE,JP,Asia Pacific,Tokyo,79,10.47
132.145.121.123,8080,8080,FALSE,JP,Asia Pacific,Tokyo,91,10.46
141.147.182.76,80,80,FALSE,JP,Asia Pacific,Tokyo,89,10.46
158.101.146.165,2083,2083,TRUE,JP,Asia Pacific,Tokyo,91,10.45
168.138.211.217,8880,8880,FALSE,JP,Asia Pacific,Tokyo,77,10.45
89.168.83.39,443,443,TRUE,NL,Europe,NLterdam,189,10.45
158.101.142.103,2053,2053,TRUE,JP,Asia Pacific,Tokyo,128,10.44
144.21.41.186,443,443,TRUE,FR,Europe,Paris,172,10.44
140.238.54.166,8080,8080,FALSE,JP,Asia Pacific,Tokyo,79,10.44
168.138.208.17,2086,2086,FALSE,JP,Asia Pacific,Tokyo,72,10.43
138.3.223.50,2096,2096,TRUE,JP,Asia Pacific,Tokyo,100,10.43
141.147.167.40,80,80,FALSE,JP,Asia Pacific,Tokyo,79,10.43
158.101.70.155,80,80,FALSE,JP,Asia Pacific,Tokyo,74,10.43
131.186.58.151,2052,2052,FALSE,JP,Asia Pacific,Tokyo,77,10.43
140.238.52.81,2053,2053,TRUE,JP,Asia Pacific,Tokyo,99,10.41
132.145.112.247,2096,2096,TRUE,JP,Asia Pacific,Tokyo,100,10.41
141.147.168.159,2053,2053,TRUE,JP,Asia Pacific,Tokyo,166,10.41
168.138.194.121,2082,2082,FALSE,JP,Asia Pacific,Tokyo,91,10.41
158.101.136.239,2086,2086,FALSE,JP,Asia Pacific,Tokyo,79,10.38
168.138.212.184,2095,2095,FALSE,JP,Asia Pacific,Tokyo,258,10.38
