IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
168.138.198.53,8443,8443,TRUE,JP,Asia Pacific,Tokyo,132,8.99
131.186.43.207,8443,8443,TRUE,JP,Asia Pacific,Tokyo,130,8.99
168.138.212.175,2053,2053,TRUE,JP,Asia Pacific,Tokyo,139,8.98
168.138.198.53,8880,8880,FALSE,JP,Asia Pacific,Tokyo,79,8.98
140.238.39.21,2087,2087,TRUE,JP,Asia Pacific,Tokyo,119,8.97
132.145.121.123,2083,2083,TRUE,JP,Asia Pacific,Tokyo,112,8.97
158.101.133.129,8443,8443,TRUE,JP,Asia Pacific,Tokyo,114,8.97
140.238.52.141,80,80,FALSE,JP,Asia Pacific,Tokyo,74,8.96
138.3.211.101,80,80,FALSE,JP,Asia Pacific,Tokyo,81,8.96
168.138.207.64,2053,2053,TRUE,JP,Asia Pacific,Tokyo,182,8.96
158.101.133.129,2096,2096,TRUE,JP,Asia Pacific,Tokyo,109,8.96
158.101.159.181,8443,8443,TRUE,JP,Asia Pacific,Tokyo,74,8.94
168.138.206.68,2053,2053,TRUE,JP,Asia Pacific,Tokyo,124,8.94
151.145.75.28,2082,2082,FALSE,JP,Asia Pacific,Tokyo,101,8.94
144.21.53.53,443,443,TRUE,DE,Europe,DEnkfurt,165,8.93
168.138.217.146,2096,2096,TRUE,JP,Asia Pacific,Tokyo,98,8.93
158.101.137.74,8880,8880,FALSE,JP,Asia Pacific,Tokyo,70,8.93
140.238.35.78,2095,2095,FALSE,JP,Asia Pacific,Tokyo,80,8.92
144.21.43.162,443,443,TRUE,DE,Europe,DEnkfurt,195,8.92
131.186.58.151,2087,2087,TRUE,JP,Asia Pacific,Tokyo,130,8.91
140.238.53.190,2087,2087,TRUE,JP,Asia Pacific,Tokyo,158,8.91
158.101.144.34,2096,2096,TRUE,JP,Asia Pacific,Tokyo,80,8.89
158.101.145.246,2083,2083,TRUE,JP,Asia Pacific,Tokyo,85,8.89
151.145.70.28,2087,2087,TRUE,JP,Asia Pacific,Tokyo,79,8.89
158.101.143.49,2086,2086,FALSE,JP,Asia Pacific,Tokyo,90,8.88
132.145.121.175,8080,8080,FALSE,JP,Asia Pacific,Tokyo,81,8.88
158.101.149.71,2087,2087,TRUE,JP,Asia Pacific,Tokyo,122,8.88
168.138.212.184,2053,2053,TRUE,JP,Asia Pacific,Tokyo,154,8.88
151.145.66.219,2053,2053,TRUE,JP,Asia Pacific,Tokyo,115,8.88
140.238.54.182,2053,2053,TRUE,JP,Asia Pacific,Tokyo,119,8.87
132.145.123.143,8443,8443,TRUE,JP,Asia Pacific,Tokyo,69,8.87
138.3.218.160,2052,2052,FALSE,JP,Asia Pacific,Tokyo,69,8.87
140.238.61.78,8443,8443,TRUE,JP,Asia Pacific,Tokyo,75,8.86
152.67.142.36,443,443,TRUE,DE,Europe,DEnkfurt,227,8.85
131.186.41.255,8880,8880,FALSE,JP,Asia Pacific,Tokyo,69,8.85
132.145.120.115,2083,2083,TRUE,JP,Asia Pacific,Tokyo,90,8.85
140.238.60.71,2082,2082,FALSE,JP,Asia Pacific,Tokyo,84,8.85
132.145.126.204,8880,8880,FALSE,JP,Asia Pacific,Tokyo,84,8.85
132.145.125.86,2095,2095,FALSE,JP,Asia Pacific,Tokyo,86,8.84
158.101.159.181,2096,2096,TRUE,JP,Asia Pacific,Tokyo,118,8.84
132.145.123.238,2086,2086,FALSE,JP,Asia Pacific,Tokyo,75,8.84
132.145.127.51,8080,8080,FALSE,JP,Asia Pacific,Tokyo,69,8.83
131.186.34.244,2096,2096,TRUE,JP,Asia Pacific,Tokyo,87,8.83
131.186.43.207,2086,2086,FALSE,JP,Asia Pacific,Tokyo,81,8.83
140.238.48.97,2083,2083,TRUE,JP,Asia Pacific,Tokyo,102,8.83
158.101.140.154,2053,2053,TRUE,JP,Asia Pacific,Tokyo,99,8.83
132.145.120.182,2053,2053,TRUE,JP,Asia Pacific,Tokyo,73,8.82
132.145.121.175,2053,2053,TRUE,JP,Asia Pacific,Tokyo,135,8.82
168.138.206.236,8080,8080,FALSE,JP,Asia Pacific,Tokyo,80,8.81
140.238.120.137,443,443,TRUE,DE,Europe,DEnkfurt,195,8.8
151.145.68.166,2082,2082,FALSE,JP,Asia Pacific,Tokyo,85,8.79
138.3.223.70,2083,2083,TRUE,JP,Asia Pacific,Tokyo,143,8.79
168.138.211.131,8443,8443,TRUE,JP,Asia Pacific,Tokyo,129,8.79
131.186.37.49,2086,2086,FALSE,JP,Asia Pacific,Tokyo,78,8.78
132.145.123.14,8880,8880,FALSE,JP,Asia Pacific,Tokyo,78,8.78
131.186.41.82,2052,2052,FALSE,JP,Asia Pacific,Tokyo,78,8.78
141.147.181.148,2083,2083,TRUE,JP,Asia Pacific,Tokyo,72,8.77
138.3.212.226,2052,2052,FALSE,JP,Asia Pacific,Tokyo,70,8.77
131.186.58.151,2096,2096,TRUE,JP,Asia Pacific,Tokyo,73,8.77
132.145.114.4,2083,2083,TRUE,JP,Asia Pacific,Tokyo,133,8.77
158.101.68.100,2083,2083,TRUE,JP,Asia Pacific,Tokyo,89,8.77
140.238.44.118,8080,8080,FALSE,JP,Asia Pacific,Tokyo,80,8.76
158.101.68.48,8880,8880,FALSE,JP,Asia Pacific,Tokyo,77,8.76
158.101.148.221,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,125,8.75
141.147.160.221,2096,2096,TRUE,JP,Asia Pacific,Tokyo,81,8.75
168.138.206.236,80,80,FALSE,JP,Asia Pacific,Tokyo,92,8.75
140.238.54.182,8080,8080,FALSE,JP,Asia Pacific,Tokyo,80,8.75
158.101.158.238,2096,2096,TRUE,JP,Asia Pacific,Tokyo,104,8.74
158.101.140.255,2087,2087,TRUE,JP,Asia Pacific,Tokyo,83,8.74
131.186.60.162,2086,2086,FALSE,JP,Asia Pacific,Tokyo,74,8.74
140.238.41.167,2086,2086,FALSE,JP,Asia Pacific,Tokyo,78,8.74
158.101.159.181,2052,2052,FALSE,JP,Asia Pacific,Tokyo,68,8.73
138.3.218.160,8080,8080,FALSE,JP,Asia Pacific,Tokyo,81,8.73
158.101.133.129,8080,8080,FALSE,JP,Asia Pacific,Tokyo,80,8.72
132.145.121.34,2083,2083,TRUE,JP,Asia Pacific,Tokyo,94,8.72
132.145.113.148,2083,2083,TRUE,JP,Asia Pacific,Tokyo,93,8.7
131.186.39.42,2087,2087,TRUE,JP,Asia Pacific,Tokyo,108,8.69
168.138.209.84,2083,2083,TRUE,JP,Asia Pacific,Tokyo,117,8.69
158.101.69.12,2095,2095,FALSE,JP,Asia Pacific,Tokyo,83,8.69
131.186.59.232,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,154,8.68
158.101.137.74,8443,8443,TRUE,JP,Asia Pacific,Tokyo,89,8.68
151.145.65.8,2083,2083,TRUE,JP,Asia Pacific,Tokyo,90,8.68
141.144.233.178,443,443,TRUE,DE,Europe,DEnkfurt,192,8.67
140.238.52.81,2087,2087,TRUE,JP,Asia Pacific,Tokyo,124,8.67
168.138.209.244,8880,8880,FALSE,JP,Asia Pacific,Tokyo,84,8.67
138.3.211.101,2052,2052,FALSE,JP,Asia Pacific,Tokyo,86,8.67
168.138.205.38,8443,8443,TRUE,JP,Asia Pacific,Tokyo,129,8.66
168.138.200.155,2086,2086,FALSE,JP,Asia Pacific,Tokyo,76,8.66
158.101.88.214,2083,2083,TRUE,JP,Asia Pacific,Tokyo,136,8.65
158.101.94.15,2083,2083,TRUE,JP,Asia Pacific,Tokyo,93,8.65
158.101.68.48,2095,2095,FALSE,JP,Asia Pacific,Tokyo,75,8.65
131.186.59.94,2082,2082,FALSE,JP,Asia Pacific,Tokyo,75,8.64
140.238.39.33,8443,8443,TRUE,JP,Asia Pacific,Tokyo,209,8.64
168.138.205.38,8080,8080,FALSE,JP,Asia Pacific,Tokyo,74,8.63
158.101.154.70,2083,2083,TRUE,JP,Asia Pacific,Tokyo,91,8.63
140.238.36.248,2096,2096,TRUE,JP,Asia Pacific,Tokyo,118,8.62
132.145.127.21,2087,2087,TRUE,JP,Asia Pacific,Tokyo,79,8.62
132.145.127.21,2096,2096,TRUE,JP,Asia Pacific,Tokyo,78,8.61
158.101.90.190,2053,2053,TRUE,JP,Asia Pacific,Tokyo,97,8.61
140.238.54.164,2053,2053,TRUE,JP,Asia Pacific,Tokyo,98,8.61
132.145.121.247,2053,2053,TRUE,JP,Asia Pacific,Tokyo,101,8.6
140.238.32.184,2087,2087,TRUE,JP,Asia Pacific,Tokyo,81,8.6
131.186.62.26,2095,2095,FALSE,JP,Asia Pacific,Tokyo,70,8.6
131.186.58.151,2053,2053,TRUE,JP,Asia Pacific,Tokyo,166,8.6
143.47.236.9,443,0,TRUE,DE,Europe,DEnkfurt,202,8.59
168.138.194.121,8080,8080,FALSE,JP,Asia Pacific,Tokyo,83,8.58
140.238.50.99,2053,2053,TRUE,JP,Asia Pacific,Tokyo,100,8.58
131.186.37.69,2052,2052,FALSE,JP,Asia Pacific,Tokyo,83,8.58
168.138.197.222,8080,8080,FALSE,JP,Asia Pacific,Tokyo,74,8.57
132.145.121.34,2096,2096,TRUE,JP,Asia Pacific,Tokyo,100,8.57
151.145.68.104,2083,2083,TRUE,JP,Asia Pacific,Tokyo,103,8.57
132.145.123.159,8443,8443,TRUE,JP,Asia Pacific,Tokyo,74,8.57
168.138.213.210,80,80,FALSE,JP,Asia Pacific,Tokyo,69,8.57
140.238.53.190,80,80,FALSE,JP,Asia Pacific,Tokyo,72,8.56
168.138.205.195,2095,2095,FALSE,JP,Asia Pacific,Tokyo,86,8.56
151.145.68.104,8880,8880,FALSE,JP,Asia Pacific,Tokyo,73,8.56
158.101.84.123,2083,2083,TRUE,JP,Asia Pacific,Tokyo,81,8.56
141.145.206.16,8443,443,TRUE,FR,Europe,Paris,173,8.56
132.145.122.95,2095,2095,FALSE,JP,Asia Pacific,Tokyo,70,8.56
158.101.68.48,2083,2083,TRUE,JP,Asia Pacific,Tokyo,98,8.55
140.238.35.78,8080,8080,FALSE,JP,Asia Pacific,Tokyo,79,8.54
158.101.142.103,80,80,FALSE,JP,Asia Pacific,Tokyo,69,8.54
132.145.113.148,2052,2052,FALSE,JP,Asia Pacific,Tokyo,72,8.54
141.147.181.148,2096,2096,TRUE,JP,Asia Pacific,Tokyo,81,8.54
131.186.60.162,2096,2096,TRUE,JP,Asia Pacific,Tokyo,76,8.54
131.186.43.207,2053,2053,TRUE,JP,Asia Pacific,Tokyo,76,8.52
140.238.36.216,8080,8080,FALSE,JP,Asia Pacific,Tokyo,70,8.52
140.238.35.138,8880,8880,FALSE,JP,Asia Pacific,Tokyo,81,8.51
168.138.200.155,2082,2082,FALSE,JP,Asia Pacific,Tokyo,75,8.51
131.186.41.255,2082,2082,FALSE,JP,Asia Pacific,Tokyo,71,8.51
131.186.39.42,2096,2096,TRUE,JP,Asia Pacific,Tokyo,164,8.51
158.101.137.96,2053,2053,TRUE,JP,Asia Pacific,Tokyo,106,8.51
151.145.66.219,8080,8080,FALSE,JP,Asia Pacific,Tokyo,82,8.5
132.145.114.4,2053,2053,TRUE,JP,Asia Pacific,Tokyo,149,8.49
158.101.81.4,2052,2052,FALSE,JP,Asia Pacific,Tokyo,77,8.49
158.101.146.203,8880,8880,FALSE,JP,Asia Pacific,Tokyo,88,8.49
140.238.54.184,80,80,FALSE,JP,Asia Pacific,Tokyo,71,8.48
131.186.37.49,8880,8880,FALSE,JP,Asia Pacific,Tokyo,96,8.48
158.101.89.33,8443,8443,TRUE,JP,Asia Pacific,Tokyo,79,8.47
132.145.115.17,8880,8880,FALSE,JP,Asia Pacific,Tokyo,72,8.47
132.145.123.143,2096,2096,TRUE,JP,Asia Pacific,Tokyo,90,8.47
140.238.33.165,2053,2053,TRUE,JP,Asia Pacific,Tokyo,102,8.47
140.238.61.224,2053,2053,TRUE,JP,Asia Pacific,Tokyo,113,8.46
158.101.155.115,2053,2053,TRUE,JP,Asia Pacific,Tokyo,72,8.46
132.145.125.86,2087,2087,TRUE,JP,Asia Pacific,Tokyo,78,8.46
158.101.139.42,2096,2096,TRUE,JP,Asia Pacific,Tokyo,91,8.46
158.101.139.42,2082,2082,FALSE,JP,Asia Pacific,Tokyo,74,8.45
140.238.59.255,2095,2095,FALSE,JP,Asia Pacific,Tokyo,78,8.45
132.145.122.95,8080,8080,FALSE,JP,Asia Pacific,Tokyo,89,8.44
140.238.50.32,2086,2086,FALSE,JP,Asia Pacific,Tokyo,71,8.44
140.238.52.141,2052,2052,FALSE,JP,Asia Pacific,Tokyo,74,8.44
158.101.133.129,2095,2095,FALSE,JP,Asia Pacific,Tokyo,84,8.43
168.138.209.84,2082,2082,FALSE,JP,Asia Pacific,Tokyo,74,8.43
132.145.126.204,2086,2086,FALSE,JP,Asia Pacific,Tokyo,80,8.42
158.101.136.239,8443,8443,TRUE,JP,Asia Pacific,Tokyo,71,8.42
158.101.69.144,2087,2087,TRUE,JP,Asia Pacific,Tokyo,78,8.41
151.145.71.127,8080,8080,FALSE,JP,Asia Pacific,Tokyo,89,8.4
131.186.47.255,2052,2052,FALSE,JP,Asia Pacific,Tokyo,74,8.39
158.101.137.74,2087,2087,TRUE,JP,Asia Pacific,Tokyo,89,8.38
138.3.210.114,80,80,FALSE,JP,Asia Pacific,Tokyo,83,8.38
132.145.121.123,8080,8080,FALSE,JP,Asia Pacific,Tokyo,78,8.38
158.101.140.255,8880,8880,FALSE,JP,Asia Pacific,Tokyo,71,8.38
151.145.68.104,8443,8443,TRUE,JP,Asia Pacific,Tokyo,267,8.37
140.238.54.166,2083,2083,TRUE,JP,Asia Pacific,Tokyo,82,8.37
158.101.154.70,2096,2096,TRUE,JP,Asia Pacific,Tokyo,88,8.37
140.238.32.184,8880,8880,FALSE,JP,Asia Pacific,Tokyo,78,8.36
131.186.43.107,2083,2083,TRUE,JP,Asia Pacific,Tokyo,110,8.36
158.101.146.165,2087,2087,TRUE,JP,Asia Pacific,Tokyo,114,8.36
158.101.70.155,8080,8080,FALSE,JP,Asia Pacific,Tokyo,83,8.36
132.145.121.123,8443,8443,TRUE,JP,Asia Pacific,Tokyo,167,8.33
168.138.202.145,2083,2083,TRUE,JP,Asia Pacific,Tokyo,134,8.33
140.238.60.71,2095,2095,FALSE,JP,Asia Pacific,Tokyo,71,8.32
158.101.155.158,2053,2053,TRUE,JP,Asia Pacific,Tokyo,114,8.31
138.3.212.226,8880,8880,FALSE,JP,Asia Pacific,Tokyo,84,8.31
140.238.41.253,2052,2052,FALSE,JP,Asia Pacific,Tokyo,75,8.31
158.101.143.49,2052,2052,FALSE,JP,Asia Pacific,Tokyo,89,8.31
141.147.169.131,2083,2083,TRUE,JP,Asia Pacific,Tokyo,89,8.3
158.101.68.100,2087,2087,TRUE,JP,Asia Pacific,Tokyo,75,8.3
131.186.46.75,2095,2095,FALSE,JP,Asia Pacific,Tokyo,79,8.3
158.101.81.4,2096,2096,TRUE,JP,Asia Pacific,Tokyo,100,8.29
158.101.140.154,2083,2083,TRUE,JP,Asia Pacific,Tokyo,74,8.28
158.101.137.96,8443,8443,TRUE,JP,Asia Pacific,Tokyo,142,8.27
131.186.38.135,8080,8080,FALSE,JP,Asia Pacific,Tokyo,72,8.26
158.101.137.74,2096,2096,TRUE,JP,Asia Pacific,Tokyo,72,8.26
151.145.65.8,2082,2082,FALSE,JP,Asia Pacific,Tokyo,81,8.26
130.162.35.164,443,443,TRUE,DE,Europe,DEnkfurt,180,8.26
158.101.133.129,2053,2053,TRUE,JP,Asia Pacific,Tokyo,75,8.26
158.101.68.48,2086,2086,FALSE,JP,Asia Pacific,Tokyo,83,8.24
132.145.126.21,2053,2053,TRUE,JP,Asia Pacific,Tokyo,79,8.24
158.101.89.33,80,80,FALSE,JP,Asia Pacific,Tokyo,80,8.23
131.186.37.49,2053,2053,TRUE,JP,Asia Pacific,Tokyo,140,8.23
131.186.60.162,2053,2053,TRUE,JP,Asia Pacific,Tokyo,132,8.22
131.186.58.151,2052,2052,FALSE,JP,Asia Pacific,Tokyo,79,8.21
158.101.131.218,8443,8443,TRUE,JP,Asia Pacific,Tokyo,73,8.21
140.238.54.184,2087,2087,TRUE,JP,Asia Pacific,Tokyo,87,8.21
131.186.62.26,8443,8443,TRUE,JP,Asia Pacific,Tokyo,128,8.21
132.145.125.86,2053,2053,TRUE,JP,Asia Pacific,Tokyo,73,8.19
140.238.51.89,8880,8880,FALSE,JP,Asia Pacific,Tokyo,72,8.19
138.3.215.11,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,137,8.18
140.238.54.166,2086,2086,FALSE,JP,Asia Pacific,Tokyo,82,8.17
132.145.117.216,8080,8080,FALSE,JP,Asia Pacific,Tokyo,78,8.17
132.145.113.148,80,80,FALSE,JP,Asia Pacific,Tokyo,87,8.17
168.138.212.40,2086,2086,FALSE,JP,Asia Pacific,Tokyo,79,8.16
132.145.121.123,2096,2096,TRUE,JP,Asia Pacific,Tokyo,117,8.16
131.186.43.207,8880,8880,FALSE,JP,Asia Pacific,Tokyo,79,8.16
131.186.34.11,2053,2053,TRUE,JP,Asia Pacific,Tokyo,162,8.14
131.186.62.26,2087,2087,TRUE,JP,Asia Pacific,Tokyo,127,8.14
158.101.139.42,2053,2053,TRUE,JP,Asia Pacific,Tokyo,119,8.13
141.147.34.17,443,443,TRUE,NL,Europe,NLterdam,153,8.11
132.145.126.204,2096,2096,TRUE,JP,Asia Pacific,Tokyo,74,8.11
168.138.207.64,2087,2087,TRUE,JP,Asia Pacific,Tokyo,144,8.11
131.186.47.255,8080,8080,FALSE,JP,Asia Pacific,Tokyo,71,8.1
132.145.114.4,2095,2095,FALSE,JP,Asia Pacific,Tokyo,79,8.1
151.145.71.127,2083,2083,TRUE,JP,Asia Pacific,Tokyo,272,8.1
168.138.202.169,2096,2096,TRUE,JP,Asia Pacific,Tokyo,94,8.09
158.101.95.113,2095,2095,FALSE,JP,Asia Pacific,Tokyo,72,8.08
132.145.123.159,2096,2096,TRUE,JP,Asia Pacific,Tokyo,71,8.08
158.101.81.4,2087,2087,TRUE,JP,Asia Pacific,Tokyo,157,8.08
158.101.155.115,8880,8880,FALSE,JP,Asia Pacific,Tokyo,81,8.07
132.145.112.247,2087,2087,TRUE,JP,Asia Pacific,Tokyo,106,8.07
158.101.131.218,2083,2083,TRUE,JP,Asia Pacific,Tokyo,89,8.06
168.138.197.222,2052,2052,FALSE,JP,Asia Pacific,Tokyo,89,8.06
132.145.121.34,8443,8443,TRUE,JP,Asia Pacific,Tokyo,93,8.06
140.238.46.138,2052,2052,FALSE,JP,Asia Pacific,Tokyo,87,8.06
132.145.126.204,2083,2083,TRUE,JP,Asia Pacific,Tokyo,77,8.05
132.145.127.51,2052,2052,FALSE,JP,Asia Pacific,Tokyo,77,8.04
140.238.50.32,2096,2096,TRUE,JP,Asia Pacific,Tokyo,77,8.04
132.145.120.197,2053,2053,TRUE,JP,Asia Pacific,Tokyo,108,8.04
158.101.136.239,8443,8443,TRUE,JP,Asia Pacific,Tokyo,70,8.03
168.138.211.217,2053,2053,TRUE,JP,Asia Pacific,Tokyo,146,8.03
132.145.121.34,2082,2082,FALSE,JP,Asia Pacific,Tokyo,76,8.03
140.238.60.71,2096,2096,TRUE,JP,Asia Pacific,Tokyo,83,8.03
140.238.51.184,2095,2095,FALSE,JP,Asia Pacific,Tokyo,77,8.03
132.145.121.247,2096,2096,TRUE,JP,Asia Pacific,Tokyo,115,8.03
158.101.140.255,2096,2096,TRUE,JP,Asia Pacific,Tokyo,110,8.03
140.238.34.208,80,80,FALSE,JP,Asia Pacific,Tokyo,71,8.03
132.145.121.247,2086,2086,FALSE,JP,Asia Pacific,Tokyo,71,8.03
132.145.115.17,2096,2096,TRUE,JP,Asia Pacific,Tokyo,71,8.02
151.145.68.104,2095,2095,FALSE,JP,Asia Pacific,Tokyo,71,8
158.101.149.52,2087,2087,TRUE,JP,Asia Pacific,Tokyo,88,8
151.145.74.199,8443,8443,TRUE,JP,Asia Pacific,Tokyo,341,8
146.235.210.182,8443,443,TRUE,US,North America,San Jose,246,8
132.145.114.14,2052,2052,FALSE,JP,Asia Pacific,Tokyo,70,8
138.3.217.39,2082,2082,FALSE,JP,Asia Pacific,Tokyo,76,8
131.186.34.244,2086,2086,FALSE,JP,Asia Pacific,Tokyo,72,7.99
131.186.37.69,2083,2083,TRUE,JP,Asia Pacific,Tokyo,81,7.99
158.101.158.238,2053,2053,TRUE,JP,Asia Pacific,Tokyo,83,7.98
158.101.139.42,2087,2087,TRUE,JP,Asia Pacific,Tokyo,92,7.98
140.238.36.216,2053,2053,TRUE,JP,Asia Pacific,Tokyo,101,7.98
168.138.198.202,2053,2053,TRUE,JP,Asia Pacific,Tokyo,210,7.97
158.101.136.239,2086,2086,FALSE,JP,Asia Pacific,Tokyo,75,7.97
168.138.212.74,2096,2096,TRUE,JP,Asia Pacific,Tokyo,126,7.96
168.138.208.164,8080,8080,FALSE,JP,Asia Pacific,Tokyo,79,7.94
158.101.159.212,2082,2082,FALSE,JP,Asia Pacific,Tokyo,71,7.94
158.101.147.4,2087,2087,TRUE,JP,Asia Pacific,Tokyo,99,7.93
140.238.62.12,2052,2052,FALSE,JP,Asia Pacific,Tokyo,73,7.92
132.145.123.143,2086,2086,FALSE,JP,Asia Pacific,Tokyo,74,7.92
143.47.226.0,443,443,TRUE,DE,Europe,DEnkfurt,189,7.92
131.186.36.248,80,80,FALSE,JP,Asia Pacific,Tokyo,78,7.91
151.145.74.56,2096,2096,TRUE,JP,Asia Pacific,Tokyo,165,7.91
132.145.113.148,2082,2082,FALSE,JP,Asia Pacific,Tokyo,83,7.91
141.145.199.188,443,443,TRUE,FR,Europe,Paris,181,7.91
151.145.74.199,2095,2095,FALSE,JP,Asia Pacific,Tokyo,79,7.9
140.238.54.164,8880,8880,FALSE,JP,Asia Pacific,Tokyo,92,7.89
132.145.125.165,2052,2052,FALSE,JP,Asia Pacific,Tokyo,70,7.88
168.138.207.64,80,80,FALSE,JP,Asia Pacific,Tokyo,70,7.88
151.145.71.40,2083,2083,TRUE,JP,Asia Pacific,Tokyo,81,7.87
168.138.202.169,8443,8443,TRUE,JP,Asia Pacific,Tokyo,139,7.87
138.3.210.114,8080,8080,FALSE,JP,Asia Pacific,Tokyo,90,7.87
140.238.54.184,2083,2083,TRUE,JP,Asia Pacific,Tokyo,113,7.85
168.138.212.175,8080,8080,FALSE,JP,Asia Pacific,Tokyo,73,7.85
158.101.159.181,8880,8880,FALSE,JP,Asia Pacific,Tokyo,70,7.85
141.147.111.104,443,443,TRUE,DE,Europe,DEnkfurt,167,7.84
132.145.121.175,8443,8443,TRUE,JP,Asia Pacific,Tokyo,142,7.83
158.101.137.74,2095,2095,FALSE,JP,Asia Pacific,Tokyo,79,7.83
132.145.122.95,2052,2052,FALSE,JP,Asia Pacific,Tokyo,75,7.82
131.186.39.42,2082,2082,FALSE,JP,Asia Pacific,Tokyo,71,7.82
164.152.17.14,443,443,TRUE,ORD,North America,Chicago,213,7.81
168.138.212.175,2082,2082,FALSE,JP,Asia Pacific,Tokyo,87,7.81
138.3.214.43,8443,8443,TRUE,JP,Asia Pacific,Tokyo,96,7.8
168.138.208.17,2083,2083,TRUE,JP,Asia Pacific,Tokyo,223,7.79
132.145.117.216,2087,2087,TRUE,JP,Asia Pacific,Tokyo,120,7.79
132.145.123.238,2095,2095,FALSE,JP,Asia Pacific,Tokyo,86,7.78
138.3.215.11,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,131,7.78
138.3.223.70,2082,2082,FALSE,JP,Asia Pacific,Tokyo,87,7.78
151.145.71.127,2095,2095,FALSE,JP,Asia Pacific,Tokyo,92,7.77
158.101.158.238,2087,2087,TRUE,JP,Asia Pacific,Tokyo,91,7.76
158.101.152.221,2096,2096,TRUE,JP,Asia Pacific,Tokyo,135,7.76
158.101.137.96,2083,2083,TRUE,JP,Asia Pacific,Tokyo,94,7.76
168.138.213.210,2087,2087,TRUE,JP,Asia Pacific,Tokyo,206,7.75
158.101.155.115,2087,2087,TRUE,JP,Asia Pacific,Tokyo,69,7.75
158.101.136.239,2053,2053,TRUE,JP,Asia Pacific,Tokyo,87,7.75
158.101.143.49,2095,2095,FALSE,JP,Asia Pacific,Tokyo,77,7.75
151.145.66.219,80,80,FALSE,JP,Asia Pacific,Tokyo,80,7.74
140.238.48.97,2087,2087,TRUE,JP,Asia Pacific,Tokyo,67,7.74
129.146.169.119,443,0,TRUE,US,North America,Los Angeles,206,7.74
168.138.212.87,443,0,TRUE,JP,Asia Pacific,Tokyo,219,7.73
158.101.65.24,8880,8880,FALSE,JP,Asia Pacific,Tokyo,71,7.73
140.238.35.195,2087,2087,TRUE,JP,Asia Pacific,Tokyo,70,7.73
158.101.148.221,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,130,7.72
158.101.139.42,8880,8880,FALSE,JP,Asia Pacific,Tokyo,74,7.72
158.180.16.86,443,443,TRUE,DE,Europe,DEnkfurt,201,7.71
168.138.197.222,2096,2096,TRUE,JP,Asia Pacific,Tokyo,117,7.7
132.145.120.118,2086,2086,FALSE,JP,Asia Pacific,Tokyo,81,7.7
168.138.211.131,80,80,FALSE,JP,Asia Pacific,Tokyo,69,7.7
132.145.123.159,2052,2052,FALSE,JP,Asia Pacific,Tokyo,74,7.69
132.145.123.238,2083,2083,TRUE,JP,Asia Pacific,Tokyo,93,7.69
132.145.112.247,8443,8443,TRUE,JP,Asia Pacific,Tokyo,146,7.68
131.186.37.69,2087,2087,TRUE,JP,Asia Pacific,Tokyo,160,7.68
138.3.214.43,2087,2087,TRUE,JP,Asia Pacific,Tokyo,100,7.67
132.145.125.165,2086,2086,FALSE,JP,Asia Pacific,Tokyo,87,7.66
140.238.36.248,2095,2095,FALSE,JP,Asia Pacific,Tokyo,71,7.66
132.145.123.112,2096,2096,TRUE,JP,Asia Pacific,Tokyo,70,7.66
138.3.214.43,2083,2083,TRUE,JP,Asia Pacific,Tokyo,100,7.65
151.145.68.166,2096,2096,TRUE,JP,Asia Pacific,Tokyo,337,7.65
138.3.218.160,2053,2053,TRUE,JP,Asia Pacific,Tokyo,197,7.63
132.145.113.148,2095,2095,FALSE,JP,Asia Pacific,Tokyo,79,7.63
151.145.71.40,8080,8080,FALSE,JP,Asia Pacific,Tokyo,86,7.62
158.101.131.218,2087,2087,TRUE,JP,Asia Pacific,Tokyo,77,7.62
158.101.131.218,2087,2087,TRUE,JP,Asia Pacific,Tokyo,135,7.61
151.145.70.28,8880,8880,FALSE,JP,Asia Pacific,Tokyo,75,7.61
158.101.88.214,8443,8443,TRUE,JP,Asia Pacific,Tokyo,93,7.61
132.145.112.247,2083,2083,TRUE,JP,Asia Pacific,Tokyo,150,7.6
158.101.155.115,2083,2083,TRUE,JP,Asia Pacific,Tokyo,78,7.6
140.238.54.182,80,80,FALSE,JP,Asia Pacific,Tokyo,81,7.6
158.101.146.165,2086,2086,FALSE,JP,Asia Pacific,Tokyo,74,7.59
168.138.213.210,2083,2083,TRUE,JP,Asia Pacific,Tokyo,177,7.58
131.186.47.223,2083,2083,TRUE,JP,Asia Pacific,Tokyo,139,7.58
168.138.202.169,2053,2053,TRUE,JP,Asia Pacific,Tokyo,139,7.58
131.186.34.244,8443,8443,TRUE,JP,Asia Pacific,Tokyo,106,7.58
138.3.220.4,2082,2082,FALSE,JP,Asia Pacific,Tokyo,70,7.57
140.238.39.87,2095,2095,FALSE,JP,Asia Pacific,Tokyo,81,7.56
131.186.35.189,2052,2052,FALSE,JP,Asia Pacific,Tokyo,70,7.56
140.238.33.94,80,80,FALSE,JP,Asia Pacific,Tokyo,69,7.56
131.186.41.82,2053,2053,TRUE,JP,Asia Pacific,Tokyo,150,7.55
