IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.195.47,2095,2095,FALSE,SG,Asia Pacific,SGgapore,16,10.38
8.210.55.134,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,39,10.38
8.219.159.232,8880,8880,FALSE,SG,Asia Pacific,SGgapore,15,10.37
8.222.187.4,2053,2053,TRUE,SG,Asia Pacific,SGgapore,68,10.36
47.236.146.249,2086,2086,FALSE,SG,Asia Pacific,SGgapore,20,10.36
8.219.193.202,2082,2082,FALSE,SG,Asia Pacific,SGgapore,178,10.36
47.236.87.246,8443,8443,TRUE,SG,Asia Pacific,SGgapore,62,10.36
8.219.67.133,8880,8880,FALSE,SG,Asia Pacific,SGgapore,24,10.36
8.222.213.221,2053,2053,TRUE,SG,Asia Pacific,SGgapore,76,10.36
8.218.136.25,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,168,10.35
8.218.8.142,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,36,10.35
8.217.250.5,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,38,10.34
47.243.70.197,80,80,FALSE,HK,Asia Pacific,Hong Kong,42,10.34
8.219.206.180,2086,2086,FALSE,SG,Asia Pacific,SGgapore,21,10.34
8.222.183.54,2082,2082,FALSE,SG,Asia Pacific,SGgapore,36,10.34
8.222.219.34,2082,2082,FALSE,SG,Asia Pacific,SGgapore,10,10.33
8.218.149.193,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,101,10.32
8.222.144.117,2082,2082,FALSE,SG,Asia Pacific,SGgapore,28,10.32
47.236.97.90,2053,2053,TRUE,SG,Asia Pacific,SGgapore,96,10.31
8.219.151.193,8443,8443,TRUE,SG,Asia Pacific,SGgapore,117,10.31
8.222.237.131,2082,2082,FALSE,SG,Asia Pacific,SGgapore,8,10.31
8.219.100.168,2087,2087,TRUE,SG,Asia Pacific,SGgapore,102,10.29
8.219.122.55,2053,2053,TRUE,SG,Asia Pacific,SGgapore,108,10.29
8.219.110.88,8880,8880,FALSE,SG,Asia Pacific,SGgapore,14,10.29
8.222.193.208,2053,2053,TRUE,SG,Asia Pacific,SGgapore,105,10.28
8.219.50.180,443,443,TRUE,SG,Asia Pacific,SGgapore,76,10.28
8.219.220.88,8880,8880,FALSE,SG,Asia Pacific,SGgapore,24,10.27
8.219.139.13,2083,2083,TRUE,SG,Asia Pacific,SGgapore,100,10.26
47.245.84.124,2096,2096,TRUE,SG,Asia Pacific,SGgapore,87,10.26
8.222.237.131,2096,2096,TRUE,SG,Asia Pacific,SGgapore,54,10.26
8.222.150.197,2082,2082,FALSE,SG,Asia Pacific,SGgapore,8,10.25
8.219.42.72,2083,2083,TRUE,SG,Asia Pacific,SGgapore,56,10.24
8.218.156.91,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,42,10.24
8.218.204.128,2096,2096,TRUE,HK,Asia Pacific,Hong Kong,66,10.24
8.222.222.64,8443,8443,TRUE,SG,Asia Pacific,SGgapore,102,10.23
8.219.110.88,2052,2052,FALSE,SG,Asia Pacific,SGgapore,5,10.22
8.219.1.92,8080,8080,FALSE,SG,Asia Pacific,SGgapore,17,10.22
47.236.164.215,8443,8443,TRUE,SG,Asia Pacific,SGgapore,43,10.22
8.218.122.55,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,70,10.22
8.219.152.195,2095,2095,FALSE,SG,Asia Pacific,SGgapore,6,10.21
47.236.169.141,2053,2053,TRUE,SG,Asia Pacific,SGgapore,113,10.21
8.219.147.58,8443,8443,TRUE,SG,Asia Pacific,SGgapore,148,10.21
8.222.221.90,2095,2095,FALSE,SG,Asia Pacific,SGgapore,17,10.21
8.219.100.155,2053,2053,TRUE,SG,Asia Pacific,SGgapore,143,10.21
8.218.3.12,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,42,10.2
8.219.199.220,8080,8080,FALSE,SG,Asia Pacific,SGgapore,13,10.2
47.243.42.219,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,71,10.2
47.236.150.13,2052,2052,FALSE,SG,Asia Pacific,SGgapore,19,10.2
8.222.254.91,8443,8443,TRUE,SG,Asia Pacific,SGgapore,55,10.19
8.210.9.129,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,55,10.19
47.236.150.13,8880,8880,FALSE,SG,Asia Pacific,SGgapore,56,10.19
8.210.55.134,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,70,10.19
8.222.252.150,2052,2052,FALSE,SG,Asia Pacific,SGgapore,8,10.18
8.218.18.235,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,46,10.18
8.218.146.204,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,55,10.17
8.210.66.190,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,90,10.17
8.219.126.240,2052,2052,FALSE,SG,Asia Pacific,SGgapore,11,10.17
8.219.222.8,80,80,FALSE,SG,Asia Pacific,SGgapore,16,10.16
8.219.196.117,80,80,FALSE,SG,Asia Pacific,SGgapore,15,10.16
8.219.107.199,2053,2053,TRUE,SG,Asia Pacific,SGgapore,110,10.16
8.219.106.15,443,443,TRUE,SG,Asia Pacific,SGgapore,136,10.16
8.218.156.91,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,42,10.15
8.217.164.10,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,62,10.15
8.219.73.21,8880,8880,FALSE,SG,Asia Pacific,SGgapore,304,10.15
8.222.210.182,2087,2087,TRUE,SG,Asia Pacific,SGgapore,47,10.15
8.222.167.147,8880,8880,FALSE,SG,Asia Pacific,SGgapore,15,10.14
8.219.85.6,8080,8080,FALSE,SG,Asia Pacific,SGgapore,15,10.14
8.222.137.192,8443,8443,TRUE,SG,Asia Pacific,SGgapore,99,10.12
8.219.61.52,2096,2096,TRUE,SG,Asia Pacific,SGgapore,91,10.11
8.222.219.34,2096,2096,TRUE,SG,Asia Pacific,SGgapore,35,10.11
8.210.245.224,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,71,10.11
8.222.244.192,2083,2083,TRUE,SG,Asia Pacific,SGgapore,78,10.11
8.219.174.142,8080,8080,FALSE,SG,Asia Pacific,SGgapore,122,10.11
8.219.6.157,2052,2052,FALSE,SG,Asia Pacific,SGgapore,39,10.1
8.222.212.219,2086,2086,FALSE,SG,Asia Pacific,SGgapore,53,10.09
8.217.250.5,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,56,10.09
8.222.226.15,8880,8880,FALSE,SG,Asia Pacific,SGgapore,16,10.07
8.219.103.57,2087,2087,TRUE,SG,Asia Pacific,SGgapore,68,10.07
8.219.215.214,80,80,FALSE,SG,Asia Pacific,SGgapore,27,10.07
8.209.241.176,2095,2095,FALSE,JP,Asia Pacific,Tokyo,71,10.07
8.219.170.232,8880,8880,FALSE,SG,Asia Pacific,SGgapore,17,10.06
8.219.58.64,2052,2052,FALSE,SG,Asia Pacific,SGgapore,9,10.06
8.219.103.57,2095,2095,FALSE,SG,Asia Pacific,SGgapore,6,10.06
47.236.253.41,2095,2095,FALSE,SG,Asia Pacific,SGgapore,9,10.06
8.219.145.245,2052,2052,FALSE,SG,Asia Pacific,SGgapore,8,10.06
8.219.184.156,2087,2087,TRUE,SG,Asia Pacific,SGgapore,64,10.06
8.219.107.199,8443,8443,TRUE,SG,Asia Pacific,SGgapore,62,10.05
8.219.72.50,2087,2087,TRUE,SG,Asia Pacific,SGgapore,131,10.05
8.219.170.223,2096,2096,TRUE,SG,Asia Pacific,SGgapore,69,10.05
8.219.104.37,2087,2087,TRUE,SG,Asia Pacific,SGgapore,90,10.04
8.219.4.122,8880,8880,FALSE,SG,Asia Pacific,SGgapore,23,10.04
8.222.137.192,8080,8080,FALSE,SG,Asia Pacific,SGgapore,42,10.04
8.219.103.126,8443,8443,TRUE,SG,Asia Pacific,SGgapore,88,10.03
8.219.126.3,2087,2087,TRUE,SG,Asia Pacific,SGgapore,111,10.03
8.219.139.13,2082,2082,FALSE,SG,Asia Pacific,SGgapore,16,10.03
47.236.158.158,2087,2087,TRUE,SG,Asia Pacific,SGgapore,53,10.03
47.236.75.113,2096,2096,TRUE,SG,Asia Pacific,SGgapore,72,10.02
8.222.136.247,2096,2096,TRUE,SG,Asia Pacific,SGgapore,80,10.02
8.219.188.162,2087,2087,TRUE,SG,Asia Pacific,SGgapore,68,10.02
8.217.248.220,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,87,10.01
8.219.234.28,8080,8080,FALSE,SG,Asia Pacific,SGgapore,16,10.01
8.219.234.28,2083,2083,TRUE,SG,Asia Pacific,SGgapore,99,10
8.219.106.175,2082,2082,FALSE,SG,Asia Pacific,SGgapore,16,10
8.219.206.180,2083,2083,TRUE,SG,Asia Pacific,SGgapore,65,9.99
8.219.101.138,2083,2083,TRUE,SG,Asia Pacific,SGgapore,112,9.99
8.219.12.152,2086,2086,FALSE,SG,Asia Pacific,SGgapore,2,9.99
8.219.152.195,2096,2096,TRUE,SG,Asia Pacific,SGgapore,89,9.98
8.219.4.122,2082,2082,FALSE,SG,Asia Pacific,SGgapore,24,9.97
8.218.181.189,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,42,9.97
8.222.198.105,2052,2052,FALSE,SG,Asia Pacific,SGgapore,5,9.96
47.242.176.237,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,64,9.96
8.219.78.1,80,80,FALSE,SG,Asia Pacific,SGgapore,12,9.96
47.236.254.120,2052,2052,FALSE,SG,Asia Pacific,SGgapore,35,9.96
8.218.142.253,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,62,9.96
47.236.104.98,8443,8443,TRUE,SG,Asia Pacific,SGgapore,67,9.95
8.219.174.142,2052,2052,FALSE,SG,Asia Pacific,SGgapore,9,9.93
8.218.142.253,8880,8880,FALSE,HK,Asia Pacific,Hong Kong,56,9.93
8.219.58.64,2053,2053,TRUE,SG,Asia Pacific,SGgapore,87,9.93
8.222.221.90,8443,8443,TRUE,SG,Asia Pacific,SGgapore,51,9.92
8.219.152.195,2053,2053,TRUE,SG,Asia Pacific,SGgapore,58,9.92
8.222.212.219,2087,2087,TRUE,SG,Asia Pacific,SGgapore,71,9.91
8.219.139.13,2087,2087,TRUE,SG,Asia Pacific,SGgapore,94,9.91
8.219.101.72,2096,2096,TRUE,SG,Asia Pacific,SGgapore,128,9.91
8.219.100.168,2087,2087,TRUE,SG,Asia Pacific,SGgapore,123,9.9
8.217.250.222,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,44,9.9
8.222.198.105,8443,8443,TRUE,SG,Asia Pacific,SGgapore,79,9.89
8.219.195.47,2083,2083,TRUE,SG,Asia Pacific,SGgapore,76,9.89
8.219.153.237,8080,8080,FALSE,JP,Asia Pacific,Tokyo,88,9.88
8.219.66.156,2082,2082,FALSE,JP,Asia Pacific,Tokyo,81,9.88
8.219.58.64,2087,2087,TRUE,SG,Asia Pacific,SGgapore,142,9.88
8.219.102.252,8443,8443,TRUE,SG,Asia Pacific,SGgapore,86,9.88
8.222.215.228,2053,2053,TRUE,SG,Asia Pacific,SGgapore,94,9.88
8.219.137.50,2096,2096,TRUE,SG,Asia Pacific,SGgapore,73,9.87
8.219.13.143,80,80,FALSE,SG,Asia Pacific,SGgapore,11,9.87
8.219.85.6,2053,2053,TRUE,SG,Asia Pacific,SGgapore,60,9.87
8.219.206.180,2087,2087,TRUE,SG,Asia Pacific,SGgapore,77,9.86
8.219.199.220,2086,2086,FALSE,SG,Asia Pacific,SGgapore,17,9.86
47.236.75.113,8443,8443,TRUE,SG,Asia Pacific,SGgapore,59,9.86
8.217.145.40,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,41,9.86
8.219.170.180,2096,2096,TRUE,SG,Asia Pacific,SGgapore,127,9.86
8.222.224.17,80,80,FALSE,SG,Asia Pacific,SGgapore,26,9.86
8.217.147.230,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,54,9.86
8.222.255.15,8880,8880,FALSE,SG,Asia Pacific,SGgapore,17,9.86
8.219.147.58,2087,2087,TRUE,SG,Asia Pacific,SGgapore,130,9.85
8.218.52.115,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,79,9.85
8.219.202.130,8080,8080,FALSE,SG,Asia Pacific,SGgapore,24,9.85
8.219.159.232,8080,8080,FALSE,SG,Asia Pacific,SGgapore,21,9.85
8.222.209.223,2082,2082,FALSE,SG,Asia Pacific,SGgapore,14,9.85
8.222.208.38,2052,2052,FALSE,SG,Asia Pacific,SGgapore,40,9.84
8.219.145.245,2096,2096,TRUE,SG,Asia Pacific,SGgapore,148,9.83
8.222.244.123,80,80,FALSE,SG,Asia Pacific,SGgapore,6,9.83
8.219.197.111,2083,2083,TRUE,SG,Asia Pacific,SGgapore,82,9.83
8.219.177.205,2052,2052,FALSE,SG,Asia Pacific,SGgapore,26,9.83
8.222.214.13,8880,8880,FALSE,SG,Asia Pacific,SGgapore,24,9.82
8.222.136.247,2087,2087,TRUE,SG,Asia Pacific,SGgapore,70,9.82
8.222.212.172,8080,8080,FALSE,SG,Asia Pacific,SGgapore,13,9.82
8.222.183.242,2086,2086,FALSE,SG,Asia Pacific,SGgapore,14,9.82
8.210.101.157,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,49,9.82
8.219.72.51,2083,2083,TRUE,SG,Asia Pacific,SGgapore,71,9.81
8.219.111.147,8080,8080,FALSE,SG,Asia Pacific,SGgapore,39,9.81
8.222.212.219,8443,8443,TRUE,SG,Asia Pacific,SGgapore,85,9.81
47.236.202.91,8080,8080,FALSE,SG,Asia Pacific,SGgapore,13,9.81
8.219.84.102,2082,2082,FALSE,SG,Asia Pacific,SGgapore,17,9.8
8.219.142.229,443,443,TRUE,SG,Asia Pacific,SGgapore,79,9.79
8.219.186.189,8080,8080,FALSE,SG,Asia Pacific,SGgapore,5,9.79
8.219.122.96,8443,8443,TRUE,SG,Asia Pacific,SGgapore,117,9.79
8.222.208.83,80,80,FALSE,SG,Asia Pacific,SGgapore,9,9.79
8.222.249.190,8880,8880,FALSE,SG,Asia Pacific,SGgapore,17,9.79
8.219.67.133,443,443,TRUE,SG,Asia Pacific,SGgapore,87,9.79
8.219.140.229,2082,2082,FALSE,SG,Asia Pacific,SGgapore,7,9.78
8.222.223.34,2082,2082,FALSE,SG,Asia Pacific,SGgapore,36,9.78
8.219.83.201,2087,2087,TRUE,SG,Asia Pacific,SGgapore,114,9.78
47.242.232.14,8443,8443,TRUE,HK,Asia Pacific,Hong Kong,57,9.77
8.218.11.90,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,46,9.77
8.222.198.105,443,443,TRUE,SG,Asia Pacific,SGgapore,92,9.77
47.242.155.183,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,59,9.76
8.219.106.175,2086,2086,FALSE,SG,Asia Pacific,SGgapore,15,9.76
8.219.99.169,2087,2087,TRUE,SG,Asia Pacific,SGgapore,106,9.76
8.219.167.65,2083,2083,TRUE,SG,Asia Pacific,SGgapore,108,9.76
47.236.144.156,2095,2095,FALSE,SG,Asia Pacific,SGgapore,11,9.75
8.210.151.69,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,70,9.75
8.222.237.131,2096,2096,TRUE,SG,Asia Pacific,SGgapore,66,9.75
47.236.165.25,2083,2083,TRUE,SG,Asia Pacific,SGgapore,46,9.74
8.219.98.13,2082,2082,FALSE,SG,Asia Pacific,SGgapore,53,9.74
47.236.97.90,2083,2083,TRUE,SG,Asia Pacific,SGgapore,54,9.74
8.219.174.142,443,443,TRUE,SG,Asia Pacific,SGgapore,99,9.74
8.222.197.251,443,443,TRUE,SG,Asia Pacific,SGgapore,81,9.73
8.222.219.34,443,443,TRUE,SG,Asia Pacific,SGgapore,106,9.73
8.219.250.239,8443,8443,TRUE,SG,Asia Pacific,SGgapore,90,9.73
47.245.93.74,80,80,FALSE,SG,Asia Pacific,SGgapore,32,9.73
8.219.157.97,443,443,TRUE,SG,Asia Pacific,SGgapore,109,9.72
8.219.140.63,8443,8443,TRUE,SG,Asia Pacific,SGgapore,125,9.72
8.222.252.150,2086,2086,FALSE,SG,Asia Pacific,SGgapore,22,9.72
8.219.175.127,2086,2086,FALSE,SG,Asia Pacific,SGgapore,11,9.72
8.219.42.72,80,80,FALSE,SG,Asia Pacific,SGgapore,18,9.72
8.219.114.201,443,443,TRUE,SG,Asia Pacific,SGgapore,75,9.72
8.222.202.163,8443,8443,TRUE,SG,Asia Pacific,SGgapore,77,9.71
8.217.250.5,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,48,9.71
8.219.82.35,8880,8880,FALSE,SG,Asia Pacific,SGgapore,13,9.71
8.219.114.201,2053,2053,TRUE,SG,Asia Pacific,SGgapore,69,9.71
8.219.179.34,443,443,TRUE,SG,Asia Pacific,SGgapore,96,9.71
47.236.180.51,2053,2053,TRUE,SG,Asia Pacific,SGgapore,77,9.7
47.245.126.151,80,80,FALSE,SG,Asia Pacific,SGgapore,26,9.7
47.236.172.95,8443,8443,TRUE,SG,Asia Pacific,SGgapore,74,9.69
8.222.202.163,2086,2086,FALSE,SG,Asia Pacific,SGgapore,34,9.69
8.222.244.192,8443,8443,TRUE,SG,Asia Pacific,SGgapore,59,9.69
8.219.61.52,2095,2095,FALSE,SG,Asia Pacific,SGgapore,11,9.69
8.219.142.191,2082,2082,FALSE,SG,Asia Pacific,SGgapore,12,9.69
8.219.170.232,2053,2053,TRUE,SG,Asia Pacific,SGgapore,91,9.69
47.245.93.74,2095,2095,FALSE,SG,Asia Pacific,SGgapore,30,9.68
8.222.255.15,443,443,TRUE,SG,Asia Pacific,SGgapore,67,9.68
47.236.144.156,2083,2083,TRUE,SG,Asia Pacific,SGgapore,76,9.67
8.218.2.181,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,50,9.67
8.218.201.73,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,72,9.66
8.219.140.63,80,80,FALSE,SG,Asia Pacific,SGgapore,15,9.66
8.219.147.58,8443,8443,TRUE,SG,Asia Pacific,SGgapore,160,9.65
8.219.103.57,8080,8080,FALSE,SG,Asia Pacific,SGgapore,5,9.65
8.219.103.65,443,443,TRUE,SG,Asia Pacific,SGgapore,105,9.64
8.218.22.210,2086,2086,FALSE,HK,Asia Pacific,Hong Kong,46,9.64
8.219.242.208,2095,2095,FALSE,SG,Asia Pacific,SGgapore,6,9.64
8.222.226.15,2053,2053,TRUE,SG,Asia Pacific,SGgapore,92,9.64
47.245.84.124,8080,8080,FALSE,SG,Asia Pacific,SGgapore,17,9.63
8.222.210.182,80,80,FALSE,SG,Asia Pacific,SGgapore,23,9.63
8.222.221.86,8080,8080,FALSE,SG,Asia Pacific,SGgapore,19,9.63
8.222.244.123,2086,2086,FALSE,SG,Asia Pacific,SGgapore,3,9.63
8.222.219.34,2083,2083,TRUE,SG,Asia Pacific,SGgapore,55,9.62
8.219.157.97,2082,2082,FALSE,SG,Asia Pacific,SGgapore,8,9.62
8.218.65.237,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,42,9.62
8.219.170.223,2053,2053,TRUE,SG,Asia Pacific,SGgapore,152,9.62
8.222.164.209,2083,2083,TRUE,SG,Asia Pacific,SGgapore,107,9.62
8.222.197.251,2083,2083,TRUE,SG,Asia Pacific,SGgapore,78,9.61
8.222.212.219,2053,2053,TRUE,SG,Asia Pacific,SGgapore,51,9.6
8.222.184.198,2096,2096,TRUE,SG,Asia Pacific,SGgapore,54,9.59
8.222.221.90,2082,2082,FALSE,SG,Asia Pacific,SGgapore,8,9.59
8.222.150.197,2083,2083,TRUE,SG,Asia Pacific,SGgapore,91,9.59
47.241.209.61,443,443,TRUE,SG,Asia Pacific,SGgapore,35,9.59
8.219.126.240,2086,2086,FALSE,SG,Asia Pacific,SGgapore,14,9.58
8.218.122.55,2083,2083,TRUE,HK,Asia Pacific,Hong Kong,69,9.58
8.219.99.169,8080,8080,FALSE,SG,Asia Pacific,SGgapore,6,9.58
8.222.136.247,2082,2082,FALSE,SG,Asia Pacific,SGgapore,14,9.58
8.218.158.94,2082,2082,FALSE,HK,Asia Pacific,Hong Kong,47,9.57
8.219.98.13,2052,2052,FALSE,SG,Asia Pacific,SGgapore,6,9.56
8.219.60.54,8080,8080,FALSE,SG,Asia Pacific,SGgapore,23,9.56
8.219.97.179,2053,2053,TRUE,SG,Asia Pacific,SGgapore,114,9.56
8.219.248.47,2083,2083,TRUE,SG,Asia Pacific,SGgapore,136,9.55
8.219.3.53,8880,8880,FALSE,SG,Asia Pacific,SGgapore,11,9.55
8.219.161.129,8880,8880,FALSE,SG,Asia Pacific,SGgapore,6,9.54
47.236.202.91,8880,8880,FALSE,SG,Asia Pacific,SGgapore,34,9.54
8.219.170.74,8880,8880,FALSE,SG,Asia Pacific,SGgapore,12,9.54
8.219.157.97,2086,2086,FALSE,SG,Asia Pacific,SGgapore,11,9.53
47.236.180.51,8443,8443,TRUE,SG,Asia Pacific,SGgapore,66,9.52
8.219.145.245,8080,8080,FALSE,SG,Asia Pacific,SGgapore,69,9.52
8.219.83.201,2096,2096,TRUE,SG,Asia Pacific,SGgapore,121,9.52
8.219.179.34,2096,2096,TRUE,SG,Asia Pacific,SGgapore,78,9.52
8.219.161.129,443,443,TRUE,SG,Asia Pacific,SGgapore,101,9.51
8.219.200.145,8443,8443,TRUE,SG,Asia Pacific,SGgapore,88,9.51
8.219.228.186,8443,8443,TRUE,SG,Asia Pacific,SGgapore,116,9.51
8.210.151.69,2052,2052,FALSE,HK,Asia Pacific,Hong Kong,48,9.5
8.218.85.128,2053,2053,TRUE,HK,Asia Pacific,Hong Kong,74,9.5
8.222.214.13,2096,2096,TRUE,SG,Asia Pacific,SGgapore,75,9.5
47.236.87.246,2052,2052,FALSE,SG,Asia Pacific,SGgapore,32,9.5
8.217.239.116,8080,8080,FALSE,HK,Asia Pacific,Hong Kong,66,9.5
8.218.48.92,2095,2095,FALSE,HK,Asia Pacific,Hong Kong,57,9.5
47.76.80.72,2087,2087,TRUE,HK,Asia Pacific,Hong Kong,76,9.5
47.236.144.208,2087,2087,TRUE,SG,Asia Pacific,SGgapore,54,9.5
8.219.103.65,8443,8443,TRUE,SG,Asia Pacific,SGgapore,135,9.48
8.219.114.201,2087,2087,TRUE,SG,Asia Pacific,SGgapore,153,9.47
8.222.183.242,8443,8443,TRUE,SG,Asia Pacific,SGgapore,130,9.47
8.219.170.223,2086,2086,FALSE,SG,Asia Pacific,SGgapore,11,9.47
47.236.75.113,2083,2083,TRUE,SG,Asia Pacific,SGgapore,111,9.46
47.236.146.249,2052,2052,FALSE,SG,Asia Pacific,SGgapore,20,9.45
